fips,state,population,pop_change_2018,unemployment_rate,median_hh_income,pct_below_povert,feb_temp_avg,aug_temp_avg,prc_bachelors,physicians_per_pop
18061,IN,40350,499,3.5,60379,12.7,4.3,24.1,17.4,230.8
18063,IN,167009,3251,2.9,80834,6.6,0,22,36.3,230.8
18065,IN,48271,24,3.5,50183,18.6,0.3,22,16.6,230.8
18067,IN,82366,55,4.1,55365,19.3,-1.4,21.6,21.2,230.8
18069,IN,36240,1,3.6,53809,14.2,-1.8,21.5,19,230.8
18071,IN,44111,124,2.8,55518,15.2,2.5,23.2,15.5,230.8
18073,IN,33370,-89,3.9,66720,12.3,-2.7,21.6,14.9,230.8
18075,IN,20764,-143,3.3,48392,20,-0.8,21.7,10.6,230.8
18077,IN,32208,161,3.4,51031,22.4,3.5,23.8,17.9,230.8
18079,IN,27611,-27,3.6,51560,21.9,2.8,23.3,11.1,230.8
18081,IN,156225,2303,2.9,69880,10.1,0.9,22.5,31.8,230.8
18083,IN,36895,-199,3.3,48606,20.2,2.6,23.8,16.4,230.8
18085,IN,79344,334,2.6,57367,12.3,-2.4,21.3,22.7,230.8
18087,IN,39330,108,2.5,67498,11.2,-2.9,20.8,10.4,230.8
18089,IN,484411,-355,4.9,55280,24.6,-3.1,21.6,22.1,230.8
18091,IN,110007,96,4.4,52095,24.9,-3.1,21.2,17.9,230.8
18093,IN,45668,43,3.8,53187,17.3,2.2,22.9,15.5,230.8
18095,IN,129641,181,3.9,49522,24.7,0.4,22.2,18,230.8
18097,IN,954670,5718,3.5,48409,24.5,0.3,22.5,30.4,230.8
18099,IN,46248,-212,3.2,55766,14.1,-2.6,21.2,20.5,230.8
18101,IN,10217,31,2.7,55444,15.6,2.6,23.3,13.4,230.8
18103,IN,35567,-260,4,47624,22.3,-1.7,21.7,12.7,230.8
18105,IN,146917,197,3.6,48883,14.2,1.2,22.7,45.6,230.8
18107,IN,38346,-51,3,53700,15.5,-0.9,21.8,18.1,230.8
18109,IN,70116,306,3.4,66151,14.7,0.8,22.4,16.9,230.8
18111,IN,14011,-30,4.3,53060,14.7,-2.6,21.7,11.2,230.8
18113,IN,47532,148,2.9,61341,12.1,-2.7,20.9,14.3,230.8
18115,IN,5844,-1,3.5,58022,12.6,3.5,24,13.7,230.8
18117,IN,19489,85,3.9,44968,21.8,3.1,23,12.3,230.8
18119,IN,20845,52,4.4,49731,19.5,1.1,22.9,12.6,230.8
18121,IN,16927,24,4,49639,23.7,-1.2,22,12.2,230.8
18123,IN,19102,114,3.7,52332,16.4,3.7,23.2,14.9,230.8
18125,IN,12410,78,3.5,54265,13.7,3.1,23.8,13.7,230.8
18127,IN,169594,1050,3.8,69298,11.3,-3.1,21.3,28.2,230.8
18129,IN,25540,-26,2.8,68162,11.4,3.8,24.7,20.7,230.8
18131,IN,12469,-49,3.1,49730,17,-2.8,21.5,12.5,230.8
18133,IN,37779,169,3.8,54718,14.8,-0.3,21.9,16.1,230.8
18135,IN,24851,-103,3.9,46441,20.9,-0.2,21.8,14.3,230.8
18137,IN,28523,38,3.6,57436,15,2.3,22.9,18.1,230.8
18139,IN,16663,4,2.9,53271,15.8,0.8,22.4,13,230.8
18141,IN,270771,777,3.6,54674,17.7,-2.9,20.9,29.2,230.8
18143,IN,23878,25,3.9,44913,20.5,3.3,23.8,11.9,230.8
18145,IN,44593,189,3.1,57193,16.6,1.3,22.7,19.4,230.8
18147,IN,20327,-90,3.3,56862,11.8,3.8,23.8,14.9,230.8
18149,IN,22935,-9,4.3,49972,19.3,-2.9,21.4,10.8,230.8
18151,IN,34586,165,2.7,58295,15.9,-3.2,20.6,20.6,230.8
18153,IN,20690,-9,4.7,47554,18.4,1.8,23.6,10.8,230.8
18155,IN,10717,43,3.9,47713,29.8,3.8,24.1,9.9,230.8
18157,IN,193048,1378,3.2,52269,14.7,-1.2,21.9,37.7,230.8
18159,IN,15128,-11,2.8,60896,11,-1.1,21.7,23,230.8
18161,IN,7037,-125,3.1,50300,16.8,0.7,22.6,16.9,230.8
18163,IN,180974,74,3.2,50500,20.1,3.8,24.7,26.3,230.8
18165,IN,15479,-8,5.5,49287,20.5,-0.8,22.2,13.4,230.8
18167,IN,107386,-295,4.4,48335,21.6,0.7,22.9,24.5,230.8
18169,IN,31280,-130,3.5,51487,17.3,-1.8,21.8,18.4,230.8
18171,IN,8263,65,3.2,60596,16.1,-1.4,21.9,18.9,230.8
18173,IN,62567,62,2.9,75534,8,3.7,24.2,29.6,230.8
18175,IN,27943,155,3.5,44534,20.4,3.1,23.3,13.2,230.8
18177,IN,65936,-242,3.6,45130,23.3,0.3,22.2,18.2,230.8
18179,IN,28206,192,2.8,60010,12,-1.4,21.3,18.1,230.8
18181,IN,24133,-32,3.1,58380,13.6,-2.1,21.6,16.8,230.8
18183,IN,34074,297,2.9,67758,9.5,-2.4,21.3,20.9,230.8
19001,IA,7063,10,2.4,54282,13,-9,20.9,15.4,218.2
19003,IA,3645,-18,1.9,51577,20.3,-8.6,21.6,17.7,218.2
19005,IA,13832,28,3.1,53359,18.1,-9.3,20.1,18.5,218.2
19007,IA,12437,74,3.3,44298,22.5,-5.9,22,17.1,218.2
19009,IA,5506,-60,2.4,51210,18.1,-9.8,20.7,14.6,218.2
19011,IA,25642,9,2.7,62799,9,-9.7,20.2,22.6,218.2
19013,IA,132408,-1,2.8,52320,18.8,-9.9,20.4,28.6,218.2
19015,IA,26346,-130,2.1,63099,9.8,-9.6,20.9,24.8,218.2
19017,IA,24947,125,2,74646,6.4,-10.1,20.2,30.3,218.2
19019,IA,21199,43,2.6,59724,15,-9.9,19.8,20.6,218.2
19021,IA,19874,-228,2.1,52683,13.6,-11.3,20.4,19.6,218.2
19023,IA,14539,-43,2.7,57971,11.4,-10.2,20.3,17.5,218.2
19025,IA,9699,-50,2.5,54865,14.7,-11,20.4,19.5,218.2
19027,IA,20154,-119,1.9,60531,9.4,-10.3,20.7,22.2,218.2
19029,IA,12930,-196,2.7,50356,17.6,-8.9,21.4,19.6,218.2
19031,IA,18627,76,2.4,67597,9.5,-7.4,21,23,218.2
19033,IA,42647,-350,2.6,51939,13.3,-11.1,19.8,22.7,218.2
19035,IA,11321,-9,2.2,56312,11.4,-11.3,20.3,21.4,218.2
19037,IA,11964,-72,2.7,64190,11.9,-10.6,19.5,16.9,218.2
19039,IA,9423,92,2.8,52541,16.1,-7.9,21.9,16.9,218.2
19041,IA,16134,-19,3.2,56338,12.6,-11.9,20.5,22.6,218.2
19043,IA,17556,-94,3.2,53968,13.2,-9.3,19.9,17.2,218.2
19045,IA,46518,-384,3.2,51317,16.8,-6.7,21.3,19.1,218.2
19047,IA,17158,39,3.4,54828,16.4,-10.1,20.8,12.8,218.2
19049,IA,90180,2965,1.7,87267,5.4,-9,21.4,49.4,218.2
19051,IA,9017,26,2.7,54830,18.9,-5.4,22,20.5,218.2
19053,IA,7890,-53,2.2,41101,25.6,-6.8,22.2,23.5,218.2
19055,IA,17069,-89,2.1,61342,11.9,-8.9,19.9,16.6,218.2
19057,IA,39138,-182,3.3,51805,19.8,-5,22.3,20.5,218.2
19059,IA,17153,-20,3.2,55603,9.3,-12.9,20.2,31.3,218.2
19061,IA,96854,-155,2.4,60367,12.1,-8.1,20.3,30.5,218.2
19063,IA,9253,-161,2.7,51497,16.6,-12.8,19.8,20.2,218.2
19065,IA,19660,-48,3,50893,16.4,-10.1,19.6,19.8,218.2
19067,IA,15761,0,2.7,53811,17,-10.7,19.9,19.9,218.2
19069,IA,10124,-35,2.1,59367,16,-10.7,20.1,17.7,218.2
19071,IA,6993,41,1.9,54658,16.4,-7.7,22.9,19.3,218.2
19073,IA,8981,12,2.3,51861,17.2,-10,20.7,20.1,218.2
19075,IA,12304,-18,2.5,65060,8.9,-9.9,20.3,28,218.2
19077,IA,10720,53,2.6,60306,14,-9.5,21.1,19.8,218.2
19079,IA,14952,-117,2.7,56738,11.8,-10.4,20.1,24.3,218.2
19081,IA,10712,-61,2.3,60859,11.2,-11.8,20.2,23.1,218.2
19083,IA,16868,-139,2.8,55303,14.9,-10.1,20.4,19.8,218.2
19085,IA,14134,5,2.2,60044,12.8,-9.7,21.9,18.8,218.2
19087,IA,20067,7,2.5,55856,13.9,-6.4,21.6,20.1,218.2
19089,IA,9187,-32,2.5,53500,13.8,-11.2,19.2,14.9,218.2
19091,IA,9547,-31,2.5,60166,12.7,-11.5,19.9,20.8,218.2
19093,IA,6841,-15,2,60312,12.6,-10.6,20.6,19,218.2
19095,IA,16141,23,2.1,64188,8.1,-8,21.1,19.1,218.2
19097,IA,19432,64,2.8,54663,15.1,-7.2,20.9,18.8,218.2
19099,IA,37147,162,2.6,60378,11.2,-8.4,21.3,17.9,218.2
19101,IA,18381,148,2.4,46715,19.9,-6.8,21.3,31.6,218.2
19103,IA,151260,2047,1.9,64387,13.7,-7.5,21.1,53,218.2
19105,IA,20744,60,3,55405,13.3,-7.5,20.7,18.4,218.2
19107,IA,10225,76,2.9,52122,18.1,-7.4,21.4,18.2,218.2
19109,IA,14908,-62,2,55486,12.1,-12.6,20.1,18.3,218.2
19111,IA,34055,-188,4,48241,21.5,-4.7,22.4,15.7,218.2
19113,IA,225909,1632,2.8,64878,11.4,-8.7,20.6,33,218.2
19115,IA,11169,-34,2.6,49585,13.8,-6.1,21.9,14.2,218.2
19117,IA,8645,95,2,49956,24.1,-7.5,21.7,17,218.2
19119,IA,11811,14,1.5,69048,9.5,-12.4,20.3,21.4,218.2
19121,IA,16249,219,3.2,74794,7.8,-8.7,21.4,23.9,218.2
19123,IA,22000,-197,2.5,56492,15.5,-7.4,21.5,22.3,218.2
19125,IA,33407,302,2,63491,9.8,-7.9,21.5,26.4,218.2
19127,IA,39981,-167,4.4,59552,14.6,-9.2,20.7,19,218.2
19129,IA,15063,10,2.1,64271,10.5,-8.3,22.7,23.7,218.2
19131,IA,10569,-1,1.9,59558,12.3,-11.5,19.5,17.7,218.2
19133,IA,8679,-67,2.8,50530,18.5,-9.9,21.4,16.7,218.2
19135,IA,7790,-25,2.9,56541,16.6,-6.8,21.7,16.6,218.2
19137,IA,10003,-108,2.4,49966,21.9,-8.4,22.3,17.5,218.2
19139,IA,42929,37,2.6,58465,16,-6.6,21.7,22,218.2
19141,IA,13840,28,2,53147,10.5,-12.1,20.3,19.9,218.2
19143,IA,6040,1,1.9,60627,13.3,-12.9,20.1,18.1,218.2
19145,IA,15249,-14,2.5,54313,19.5,-7.7,22.7,21.3,218.2
19147,IA,8929,-130,2.2,55322,14.1,-12.3,20.2,25,218.2
19149,IA,25095,4,1.9,66360,9.4,-11.1,20.8,21,218.2
19151,IA,6740,-100,1.8,55865,17.5,-11.7,20.1,14.7,218.2
19153,IA,487204,6118,2.5,68479,11.7,-8.4,21.6,36.1,218.2
19155,IA,93533,23,2.3,56337,15.1,-9,22.3,21.2,218.2
19157,IA,18699,136,2.3,56170,12.3,-8.6,21.1,25.1,218.2
19159,IA,4968,-61,2.8,48754,23.1,-7.4,22.1,20.6,218.2
19161,IA,9719,-77,2.4,56698,14.6,-10.7,20.7,20.6,218.2
19163,IA,173283,591,3,59865,17.8,-5.9,21.8,31.9,218.2
19165,IA,11578,1,2,58862,9.9,-9.8,21.2,20.8,218.2
19167,IA,34909,68,1.8,70162,7.2,-11.8,20.6,28.1,218.2
19169,IA,98105,845,1.6,57464,8.3,-9.3,20.9,51.1,218.2
19171,IA,16904,-151,3,56954,15.2,-9.5,20.4,16.1,218.2
19173,IA,6191,43,2,47781,15.6,-7.7,22.2,14.9,218.2
19175,IA,12359,-122,3.5,49887,17.7,-8.4,21.5,17.2,218.2
19177,IA,7020,-144,2.7,47905,20.9,-5.8,21.6,14.1,218.2
19179,IA,35205,98,3.4,48226,19.8,-6.2,21.8,18,218.2
19181,IA,51056,954,2.3,78192,7.2,-8.3,21.8,31.7,218.2
19183,IA,22141,-116,2.3,65849,11.6,-7.1,21.4,21.5,218.2
19185,IA,6401,-85,2.7,46725,22.2,-6.6,21.8,13,218.2
19187,IA,36277,-366,3.3,52093,18.5,-10.7,20.1,19.6,218.2
19189,IA,10518,-70,2.6,54433,13.5,-12.4,19.7,22.4,218.2
19191,IA,20029,-102,2.7,61807,9.9,-10.5,19.5,29.7,218.2
19193,IA,102539,487,2.5,60059,19.8,-10.3,21.1,23,218.2
19195,IA,7453,-8,2.7,58587,15.4,-12.1,19.4,15.5,218.2
19197,IA,12690,-59,2.6,54802,17,-11.1,19.9,17.7,218.2
20001,KS,12444,-74,4,44423,26.8,0.1,24.7,20.4,227.6
20003,KS,7878,18,3.5,50646,16.7,-1,24.6,17.5,227.6
20005,KS,16193,-108,4.6,49332,18.3,-3.9,23.9,21.9,227.6
20007,KS,4472,-111,2.6,47634,19.9,0.3,26.7,18.3,227.6
20009,KS,26111,-321,3.3,49991,18.9,-3.3,25,18.4,227.6
20011,KS,14653,-23,4.2,41807,22.5,0.5,24.7,20.6,227.6
20013,KS,9598,-14,3,47529,19.7,-5.1,23.7,21.8,227.6
20015,KS,66765,-71,3.5,65953,11.8,-0.2,25.4,29,227.6
20017,KS,2629,-29,2.6,50981,12.8,-2,24.6,21.6,227.6
20019,KS,3309,-19,4,41129,26.8,1.4,25.5,16.8,227.6
20021,KS,20015,-99,3.8,44475,22.5,2.6,25.4,19.1,227.6
20023,KS,2660,-30,2.4,43274,20,-4.4,23.7,26.3,227.6
20025,KS,2005,6,2.4,51235,19.5,0.2,27.3,31.5,227.6
20027,KS,7997,-19,3.2,52681,16.8,-4,24.6,27.2,227.6
20029,KS,8729,-215,3.5,44467,18.4,-4.7,24.4,22.5,227.6
20031,KS,8233,5,4.8,58371,14.8,-1.1,24.3,22.9,227.6
20033,KS,1748,-19,2.5,46818,14.6,0.2,27.1,18.6,227.6
20035,KS,35218,-138,3.4,47864,21.6,1.1,25.5,20.1,227.6
20037,KS,39019,-12,4,43852,21.4,1.4,25.1,29.5,227.6
20039,KS,2871,-7,3,44774,21,-5.6,23.6,23.5,227.6
20041,KS,18717,-125,3.5,50605,15.4,-2.8,25.1,22.1,227.6
20043,KS,7682,17,3.5,50949,17.8,-4.4,23.7,19.3,227.6
20045,KS,121436,807,3.1,57120,12.4,-1.6,24.4,50.4,227.6
20047,KS,2849,-44,2.4,46962,16.5,-1.7,26.2,17.9,227.6
20049,KS,2508,-14,3.3,37360,27.8,0.6,25.3,15,227.6
20051,KS,28710,-59,2.4,53840,12.2,-3.8,24.8,34.8,227.6
20053,KS,6196,-111,2.8,50261,14.2,-3,25.4,20.4,227.6
20055,KS,36611,-242,2.5,56206,17.5,-2.3,26.1,17.1,227.6
20057,KS,33888,-400,2.6,56052,15.8,-1.3,26.6,17.6,227.6
20059,KS,25631,-26,3.6,58033,13.6,-1.3,24.5,19.5,227.6
20061,KS,32594,-1039,4.8,50856,16,-3,24.7,21.9,227.6
20063,KS,2612,-18,2.2,49626,17.5,-4.2,24.7,22.7,227.6
20065,KS,2492,-13,3.2,41906,17.2,-4.7,24.3,26.2,227.6
20067,KS,7336,-182,2.8,61614,17,-1.1,26.3,15.4,227.6
20069,KS,6033,37,2,65771,9.3,-1.8,26.3,21,227.6
20071,KS,1227,-6,2,51606,18.6,-3.3,24.6,29,227.6
20073,KS,6055,-39,3.6,43083,21.3,-0.4,24.9,19.6,227.6
20075,KS,2607,-13,2,51559,19.6,-1.9,25.9,18.2,227.6
20077,KS,5506,-77,2.9,45570,20.2,0.4,26.7,17.1,227.6
20079,KS,34210,-203,3.2,57934,13.7,-0.9,25.9,31,227.6
20081,KS,3997,-34,2.2,60808,14.7,-1.2,26.3,16.3,227.6
20083,KS,1818,-31,2.5,54058,13.4,-1.9,26.4,28.4,227.6
20085,KS,13280,-41,3,56330,14.6,-4.1,24,21.3,227.6
20087,KS,18975,-15,3.3,69246,10.5,-2.4,24.1,21.9,227.6
20089,KS,2841,-14,2.8,44271,22.9,-5.3,24,16.9,227.6
20091,KS,597555,6271,2.9,87087,6,-1.7,24.2,55.3,227.6
20093,KS,3943,3,2.4,63248,17.6,-1.9,26.1,15.9,227.6
20095,KS,7310,-3,3.2,56005,18.3,-0.6,26,24.2,227.6
20097,KS,2516,15,2.4,64399,16,-0.7,26.4,27.9,227.6
20099,KS,19964,-188,4,44571,22.7,2.2,25.3,17.8,227.6
20101,KS,1560,14,2.8,59240,14.9,-3.4,25.4,21.6,227.6
20103,KS,81352,320,3.6,70807,12.1,-2,24.3,31.7,227.6
20105,KS,3023,-28,2.5,44439,18.6,-3.6,24.9,22.6,227.6
20107,KS,9750,54,5.9,47153,17.5,-0.3,24.8,16,227.6
20109,KS,2844,10,2.2,50267,15.2,-3.9,24.6,17.6,227.6
20111,KS,33406,62,3.5,47982,15.2,-2.1,24.4,27.3,227.6
20113,KS,28537,-136,2.6,58017,10.7,-1.8,25.7,29,227.6
20115,KS,11950,-22,3.1,51712,12.2,-1.8,25.2,25.1,227.6
20117,KS,9722,24,2.6,51066,14.8,-5.7,23.8,18.6,227.6
20119,KS,4146,-114,2.1,67220,13.3,-0.2,26.9,20.1,227.6
20121,KS,33680,267,3.6,71770,9.7,-1.2,24.3,27.7,227.6
20123,KS,6150,-41,2.3,51514,17.5,-4.6,24.3,25.3,227.6
20125,KS,32120,-268,4.3,42479,28.9,1.9,25.6,18.2,227.6
20127,KS,5521,55,2.8,49287,17.4,-2.4,24.6,20.1,227.6
20129,KS,2667,-77,3.3,53785,16.7,0.2,26.1,17.1,227.6
20131,KS,10155,57,2.3,59567,10.9,-5.4,23.6,24.5,227.6
20133,KS,15951,-77,4.9,46176,22.7,0.9,25,20.6,227.6
20135,KS,2840,-38,2.8,51757,13.8,-2.8,25.7,18.9,227.6
20137,KS,5430,-6,2.1,47252,18.8,-5.7,23.9,15.9,227.6
20139,KS,15941,111,3.8,53864,16.6,-1.7,24.4,18.6,227.6
20141,KS,3475,-81,2.6,46101,18.6,-4.6,24.6,23,227.6
20143,KS,5802,-32,2.9,56451,13.4,-3.7,24.9,23.5,227.6
20145,KS,6562,-108,3.2,47039,18.1,-2.7,25.6,18.8,227.6
20147,KS,5317,-83,2.5,47405,18.5,-5.6,24.2,22.3,227.6
20149,KS,24277,305,2.8,69975,9.4,-4,24.2,34.5,227.6
20151,KS,9378,-135,2.8,52567,16.7,-1.1,25.9,28.1,227.6
20153,KS,2508,23,2.1,46638,19.2,-4.9,23.4,25.1,227.6
20155,KS,62342,-346,3.6,49341,15.4,-1.3,25.8,20.5,227.6
20157,KS,4664,-11,2.7,48566,15,-5.6,23.9,24.5,227.6
20159,KS,9531,-67,2.9,51686,19.2,-2.3,25.5,23.2,227.6
20161,KS,73703,-279,2.9,47057,12.7,-3.6,24.5,46,227.6
20163,KS,5013,-54,3.2,47365,15.4,-4.5,24.6,24,227.6
20165,KS,3093,28,2.7,44121,19.6,-3.3,25.1,23.1,227.6
20167,KS,6907,-22,3,45879,20.6,-3.6,25,25.9,227.6
20169,KS,54401,-128,3.1,53961,15.8,-2.7,25.5,26.2,227.6
20171,KS,4897,-46,2,63790,12.8,-3.2,25.3,24.9,227.6
20173,KS,513607,318,3.8,56381,17.1,0,26.1,30.9,227.6
20175,KS,21780,-419,3.3,50671,18.5,-0.1,26.8,11.1,227.6
20177,KS,177499,-674,3.5,53612,17.5,-2.3,24.4,30.8,227.6
20179,KS,2533,2,2.3,50553,21.9,-4.9,24.1,21.4,227.6
20181,KS,5899,-49,2.8,45966,20.1,-4.2,23.6,19.1,227.6
20183,KS,3603,-33,2.5,41899,18,-5.7,24.2,19.1,227.6
20185,KS,4178,-29,2.7,47835,20.5,-2.4,25.6,23.9,227.6
20187,KS,1987,-42,2.6,60136,16.6,-0.9,26.1,19.3,227.6
20189,KS,5559,-14,2.8,58817,15.3,-0.2,26.5,12.2,227.6
20191,KS,22996,-102,3.5,56946,16.7,0.9,26.3,22.2,227.6
20193,KS,7711,-119,2.6,55345,12,-4.6,23.7,25.5,227.6
20195,KS,2793,-55,3.2,48520,16.3,-3.9,24.7,22.8,227.6
20197,KS,6899,60,3.2,59744,10.8,-2.9,24.4,23.3,227.6
20199,KS,1503,-23,2.6,51350,15.4,-4,24.1,30.9,227.6
20201,KS,5420,-46,2.7,48104,17.1,-5.7,23.9,20.3,227.6
20203,KS,2105,-25,2.2,59800,19.3,-3.1,25,21.1,227.6
20205,KS,8665,-47,4.4,45697,22.2,1,25.3,14.4,227.6
20207,KS,3183,38,4.3,43894,24,0.2,24.8,13.5,227.6
20209,KS,165324,11,4.8,47084,26.5,-1.7,24.4,17.4,227.6
21001,KY,19215,-79,5.1,37392,35,7.3,24.2,16.3,230.9
21003,KY,21122,201,3.7,44624,24.6,7.4,24.7,14.6,230.9
21005,KY,22663,145,3.6,60908,14.4,5.3,24.3,20.3,230.9
21007,KY,7979,-42,6.9,47658,24.4,5.8,25.7,13.3,230.9
21009,KY,44176,361,4.4,42439,26.8,6.8,24.4,16,230.9
21011,KY,12383,5,6.7,44183,33.1,4.8,23.2,12.4,230.9
21013,KY,26569,-335,6.3,29362,43.5,6.3,22.8,8.9,230.9
21015,KY,131533,922,3.4,77696,8.7,3.4,24,31.6,230.9
21017,KY,20184,52,4,48614,24.2,4.8,23.8,18.9,230.9
21019,KY,47240,-519,5.9,48020,26.8,5.3,23.8,20.2,230.9
21021,KY,30100,142,4.4,47528,20.3,5.3,23.6,23.4,230.9
21023,KY,8239,-38,4.9,56432,21.6,4,23.1,13.7,230.9
21025,KY,12726,-205,7.3,31182,43.4,6.4,24.2,14.3,230.9
21027,KY,20388,237,5.4,47284,23.7,4.8,23.8,11.1,230.9
21029,KY,81069,785,4.1,61022,12.6,5.2,24.6,14.2,230.9
21031,KY,12772,-26,4.9,43048,22.1,6.6,25.2,12.6,230.9
21033,KY,12715,38,4.7,43659,26.6,5.5,24.9,15.3,230.9
21035,KY,39135,270,3.9,41873,23.1,6.6,25.5,29,230.9
21037,KY,93152,605,3.3,60904,14.4,3.7,23.8,33.5,230.9
21039,KY,4771,-57,4.9,41249,23.7,6.1,25.6,14.8,230.9
21041,KY,10737,9,4.1,47623,24.8,4.3,24.4,8.8,230.9
21043,KY,27004,-189,9.2,32906,33.4,4.8,23.2,13.7,230.9
21045,KY,15888,94,4.7,34358,38.5,6.3,23.8,13.3,230.9
21047,KY,71671,419,5.2,40299,26.3,7.2,25.1,17.3,230.9
21049,KY,36249,309,4.1,50162,24.8,5.3,23.9,20.1,230.9
21051,KY,20105,-168,7.1,28146,47.2,6.8,24.1,9.5,230.9
21053,KY,10206,-33,5.5,31118,37.5,7.9,24.3,10.1,230.9
21055,KY,8915,-106,5.2,43624,28.7,4.9,24.8,13.1,230.9
21057,KY,6659,-37,4.5,33541,33.1,7.9,24.6,13.1,230.9
21059,KY,101104,558,4,51441,19.2,4.5,24.3,22.9,230.9
21061,KY,12274,26,5.3,43151,22.1,6.4,24.9,10.8,230.9
21063,KY,7508,0,9.3,35446,29.1,5.1,23.1,8.3,230.9
21065,KY,14198,-29,5.5,35701,33,5.9,24.1,9.9,230.9
21067,KY,323780,1587,3.3,55358,17.3,5.2,24.2,42.9,230.9
21069,KY,14432,4,5.4,42571,29.1,4.3,22.8,12.7,230.9
21071,KY,35845,-416,6.6,33218,44.3,6.8,23.9,11.2,230.9
21073,KY,50815,311,3.7,53134,18.8,5.3,24.6,29.8,230.9
21075,KY,6120,-84,5.8,32355,46.1,6.3,25.2,13.3,230.9
21077,KY,8832,87,4.1,49060,23.6,4.2,24.4,11.6,230.9
21079,KY,17560,63,4.4,51203,23.5,5.6,24,16.8,230.9
21081,KY,25121,121,4.3,53965,20.3,4.2,24,13.6,230.9
21083,KY,37317,144,5,46785,25.4,6.2,25.4,16.3,230.9
21085,KY,26321,57,4.9,40780,28.7,5.7,24.4,10.4,230.9
21087,KY,11049,-15,4.3,36782,26.1,6.6,24.4,12,230.9
21089,KY,35268,-223,6.6,49457,21.3,4.7,23.6,17.2,230.9
21091,KY,8758,-20,4.2,56769,16.3,4.3,23.6,11,230.9
21093,KY,110356,2130,4.1,52278,17.7,5.2,24.1,23,230.9
21095,KY,26409,-316,7.4,29521,43.6,5.4,21.7,10.8,230.9
21097,KY,18778,48,4.1,51709,21.7,4.6,23.8,14.8,230.9
21099,KY,18906,144,4,37038,28.5,6.1,24.6,11.8,230.9
21101,KY,45591,-398,3.8,51161,21.6,4.2,24.9,17.9,230.9
21103,KY,16106,112,3.9,53405,21.7,4.6,24.3,12.2,230.9
21105,KY,4421,-102,5.7,44290,27.8,6.2,25.3,17.6,230.9
21107,KY,45068,-301,4.4,45512,23.6,5.7,25.1,16,230.9
21109,KY,13442,22,7,35317,36.5,6,23.7,12.2,230.9
21111,KY,770517,140,4.1,55860,22.4,4.8,24.8,32.7,230.9
21113,KY,53920,639,3.6,59443,17,5.4,24.3,29.5,230.9
21115,KY,22386,-185,6.9,39381,29,6.3,23.7,14.9,230.9
21117,KY,166051,641,3.4,64644,14.1,3.6,23.8,30.4,230.9
21119,KY,15126,-159,6.9,32228,41.4,6.4,23.4,12.9,230.9
21121,KY,31304,-180,6.2,30742,44.5,7,23.9,13.1,230.9
21123,KY,14307,96,4.4,45458,22.2,5.6,24.1,10.1,230.9
21125,KY,60669,370,5.1,41425,29.4,6.7,24,13.4,230.9
21127,KY,15571,-164,7.2,36667,31.1,5.9,23.7,10,230.9
21129,KY,7033,443,6.3,29124,43.7,6.2,24.1,10.3,230.9
21131,KY,10143,-166,7.1,31921,38.8,6.4,23.4,9.7,230.9
21133,KY,21899,-429,6.5,32321,36,5.9,22.5,11.7,230.9
21135,KY,13257,-101,8.4,35751,33.1,4.2,22.8,11,230.9
21137,KY,24644,146,5,42190,28.7,5.7,23.7,11.1,230.9
21139,KY,9242,-22,6.8,48182,23.3,5.1,25.1,11.4,230.9
21141,KY,26989,-25,3.9,46742,26.5,7.1,25.2,15,230.9
21143,KY,8009,-104,5.1,48395,20.1,5.6,25.1,15.9,230.9
21145,KY,65346,-51,5.6,48950,21.7,5.8,25.7,24.6,230.9
21147,KY,17408,-15,6.3,30029,39.4,7.1,23.7,6.9,230.9
21149,KY,9252,33,4.9,48080,19,5.2,25,12,230.9
21151,KY,92368,1142,3.9,51897,17.6,5.7,24.1,30.5,230.9
21153,KY,12362,-177,13.2,30950,37.6,6.2,23.7,9.7,230.9
21155,KY,19404,88,3.8,45661,22.3,5.7,24,13.2,230.9
21157,KY,31191,-120,5.3,52388,17.6,5.9,25.5,18.8,230.9
21159,KY,11323,-172,6.5,28925,44.1,6.6,23.9,8.5,230.9
21161,KY,17150,-75,5.5,41807,24.8,4,22.7,18.9,230.9
21163,KY,28715,621,4.6,57613,15.7,4.5,23.8,18.2,230.9
21165,KY,6451,-15,7.6,34002,39.2,5,23.1,11.3,230.9
21167,KY,21774,186,4.5,53921,20.8,5.3,24.1,17.5,230.9
21169,KY,10030,-49,4.1,35906,37,6.8,24,13.1,230.9
21171,KY,10718,107,4.1,35596,34.6,7.3,24.2,12.9,230.9
21173,KY,28203,247,6,46629,21.1,5.1,23.5,16.3,230.9
21175,KY,13345,134,6.3,35848,32.2,5.4,23.3,13.6,230.9
21177,KY,30774,-149,6.7,43722,22.7,6.4,25.3,11.1,230.9
21179,KY,45851,239,4.3,55602,16.4,5.3,24.3,17.2,230.9
21181,KY,7166,29,4.6,41428,28.2,4.5,23.3,10.2,230.9
21183,KY,24087,-49,5.7,44751,25,5.7,24.7,13.3,230.9
21185,KY,66470,-19,3.3,102136,5.1,4.1,24.2,42.2,230.9
21187,KY,10880,91,4.9,48998,21.9,4.7,24.3,9.9,230.9
21189,KY,4472,56,7.1,26278,47.8,6.5,24.2,16.2,230.9
21191,KY,14529,-29,4.1,54583,22.7,4.2,23.8,11.3,230.9
21193,KY,26092,-387,6.3,33108,37,6.4,23.6,12.3,230.9
