item,year,month,day,hour,minute,second,user,page_size,comment
Cauliflower,2017,9,12,0,52,41,192.226.198.101,19592,
Cauliflower,2017,9,12,0,52,23,192.226.198.101,19591,
Cauliflower,2017,8,26,18,50,54,Arjayay,19592,Reverted edits by [[Special:Contribs/2600:1011:B10B:6653:7D20:6FAE:A61E:D9C6|2600:1011:B10B:6653:7D20:6FAE:A61E:D9C6]] ([[User talk:2600:1011:B10B:6653:7D20:6FAE:A61E:D9C6|talk]]) to last version by Magic links bot
Cauliflower,2017,8,26,18,50,32,2600:1011:B10B:6653:7D20:6FAE:A61E:D9C6,19608,
Cauliflower,2017,6,21,7,23,12,Magic links bot,19592,Replace [[Help:Magic links|magic links]] with templates per [[Special:Permalink/772743896#Future of magic links|local RfC]] and [[:mw:Requests for comment/Future of magic links|MediaWiki RfC]]
Cauliflower,2017,6,19,15,54,45,Coasterlover1994,19580,Reverted edits by [[Special:Contributions/2601:549:4305:2A9:8071:4155:815A:9C61|2601:549:4305:2A9:8071:4155:815A:9C61]] ([[User talk:2601:549:4305:2A9:8071:4155:815A:9C61|talk]]) ([[WP:HG|HG]]) (3.1.22)
Cauliflower,2017,6,19,15,54,1,2601:549:4305:2A9:8071:4155:815A:9C61,19563,
Cauliflower,2017,6,4,18,4,22,AirdishStraus,19580,"/* Disorders, pests and diseases */ wrong link"
Cauliflower,2017,5,31,3,9,32,Materialscientist,19601,Reverted edits by [[Special:Contribs/Urbandervesh|Urbandervesh]] ([[User talk:Urbandervesh|talk]]) to last version by Electrofunyun
Cauliflower,2017,5,31,3,3,47,Urbandervesh,19627,
Cauliflower,2017,5,30,4,36,42,Electrofunyun,19601,Fixed grammar
Cauliflower,2017,5,29,23,28,52,Zefr,19601,/* History */ rv unsourced; no reliable evidence for Syrian cabbage; rv one weak ref
Cauliflower,2017,5,29,21,38,43,DavidAnstiss,20180,/* History */ added note and ref
Cauliflower,2017,5,24,20,30,59,Zefr,19946,"/* Cooking */ topic is uncommon, undue weight; recipe sources are not [[WP:RS]]"
Cauliflower,2017,5,24,20,16,11,Onus Probandi,20705,/* Cooking */
Cauliflower,2017,5,8,14,51,21,Zefr,20688,Reverted to revision 778105639 by [[Special:Contributions/Jim1138|Jim1138]] ([[User talk:Jim1138|talk]]): Previous correct. ([[WP:TW|TW]])
Cauliflower,2017,5,8,14,44,16,182.70.60.196,20689,
Cauliflower,2017,5,1,4,30,44,Jim1138,20688,Reverted edits by [[Special:Contributions/42.60.114.127|42.60.114.127]] ([[User talk:42.60.114.127|talk]]): Unexplained removal of content ([[WP:HG|HG]]) (3.1.22)
Cauliflower,2017,5,1,4,26,46,42.60.114.127,19470,/* Nutrition */ dfgdfhhddfhhfdfh
Cauliflower,2017,4,21,19,52,2,2601:647:4D03:D230:4DE0:1423:7A06:95E5,20688,/* Cooking */
Cauliflower,2017,4,17,2,31,14,MRD2014,20426,Reverted edits by [[Special:Contribs/2601:192:180:1202:ACC4:76A:CC0D:48F6|2601:192:180:1202:ACC4:76A:CC0D:48F6]] ([[User talk:2601:192:180:1202:ACC4:76A:CC0D:48F6|talk]]) to last version by Materialscientist
Cauliflower,2017,4,17,2,30,49,2601:192:180:1202:ACC4:76A:CC0D:48F6,20420,
Cauliflower,2017,4,6,12,23,13,Materialscientist,20426,Reverted edits by [[Special:Contribs/2605:8D80:6C8:74E8:AD8D:EBA4:AE45:7A40|2605:8D80:6C8:74E8:AD8D:EBA4:AE45:7A40]] ([[User talk:2605:8D80:6C8:74E8:AD8D:EBA4:AE45:7A40|talk]]) to last version by Zefr
Cauliflower,2017,4,6,12,22,9,2605:8D80:6C8:74E8:AD8D:EBA4:AE45:7A40,20420,
Cauliflower,2017,3,30,17,7,40,Zefr,20426,Reverted to revision 772349838 by [[Special:Contributions/Justeditingtoday|Justeditingtoday]] ([[User talk:Justeditingtoday|talk]]): Test edit. ([[WP:TW|TW]])
Cauliflower,2017,3,30,17,3,52,2601:602:9300:A393:415D:57F6:1555:431C,20438,
Cauliflower,2017,3,26,19,46,15,Justeditingtoday,20426,Reverted 2 edits by [[Special:Contributions/2607:FB90:2401:7F09:1185:1FCB:11EC:D493|2607:FB90:2401:7F09:1185:1FCB:11EC:D493]] ([[User talk:2607:FB90:2401:7F09:1185:1FCB:11EC:D493|talk]]) to last revision by David.moreno72. ([[WP:TW|TW]])
Cauliflower,2017,3,26,19,37,33,2607:FB90:2401:7F09:1185:1FCB:11EC:D493,20390,
Cauliflower,2017,3,26,19,36,41,2607:FB90:2401:7F09:1185:1FCB:11EC:D493,20395,Typo
Cauliflower,2017,3,24,11,43,12,David.moreno72,20426,Reverted edits by [[Special:Contributions/2600:1004:B106:679:D90:BBC3:C362:FD|2600:1004:B106:679:D90:BBC3:C362:FD]] ([[User talk:2600:1004:B106:679:D90:BBC3:C362:FD|talk]]): Nonconstructive editing ([[WP:HG|HG]]) (3.1.20)
Cauliflower,2017,3,24,11,42,30,2600:1004:B106:679:D90:BBC3:C362:FD,20424,Fixed incorrect spelling
Cauliflower,2017,3,24,11,42,5,David.moreno72,20426,Reverted edits by [[Special:Contributions/2600:1004:B106:679:D90:BBC3:C362:FD|2600:1004:B106:679:D90:BBC3:C362:FD]] ([[User talk:2600:1004:B106:679:D90:BBC3:C362:FD|talk]]) ([[WP:HG|HG]]) (3.1.20)
Cauliflower,2017,3,24,11,41,40,2600:1004:B106:679:D90:BBC3:C362:FD,20418,Added content
Cauliflower,2017,3,16,18,7,43,Zefr,20426,Reverted to revision 770536418 by [[Special:Contributions/ClueBot NG|ClueBot NG]] ([[User talk:ClueBot NG|talk]]): No multiple issues. ([[WP:TW|TW]])
Cauliflower,2017,3,16,17,55,51,Larrydouglas222,20445,
Cauliflower,2017,3,16,0,42,43,ClueBot NG,20426,"Reverting possible vandalism by [[Special:Contribs/Punkmowhawkchick|Punkmowhawkchick]] to version by Duotrigesimal. [[WP:CBFP|Report False Positive?]] Thanks, [[WP:CBNG|ClueBot NG]]. (2972974) (Bot)"
Cauliflower,2017,3,16,0,42,41,Punkmowhawkchick,19883,Updated the out dated information
Cauliflower,2017,3,13,1,31,33,Duotrigesimal,20426,/* History */ Remove uncited claim.
Cauliflower,2017,3,3,22,51,18,Zefr,20528,Reverted to revision 768459743 by [[Special:Contributions/Julietdeltalima|Julietdeltalima]] ([[User talk:Julietdeltalima|talk]]): Format error. ([[WP:TW|TW]])
Cauliflower,2017,3,3,22,49,48,Dom Jegankski,20597,Changed cauliflower photo
Cauliflower,2017,3,3,22,46,21,Julietdeltalima,20528,Reverted 1 edit by [[Special:Contributions/Dom Jegankski|Dom Jegankski]] ([[User talk:Dom Jegankski|talk]]) to last revision by ClueBot NG. ([[WP:TW|TW]])
Cauliflower,2017,3,3,22,45,59,Dom Jegankski,19278,A minor change made to the cauliflower definition
Cauliflower,2017,3,1,6,44,30,ClueBot NG,20528,"Reverting possible vandalism by [[Special:Contribs/123.243.88.155|123.243.88.155]] to version by Plantdrew. [[WP:CBFP|Report False Positive?]] Thanks, [[WP:CBNG|ClueBot NG]]. (2954048) (Bot)"
Cauliflower,2017,3,1,6,44,27,123.243.88.155,20551,
Cauliflower,2017,2,27,16,34,31,Plantdrew,20528,Disambiguated: [[black leg]] → [[Blackleg (Brassica)]]
Cauliflower,2017,2,26,22,4,11,Zefr,20508,/* Fractal dimension */ add image
Cauliflower,2017,2,26,21,52,57,Zefr,20405,/* Colours */ replace image; add from Commons
Cauliflower,2017,2,26,20,20,12,Zefr,20325,/* Production */ table format adjustment
Cauliflower,2017,2,26,20,6,52,Zefr,20430,fix repeat ref
Cauliflower,2017,2,26,20,4,47,Zefr,20424,"/* Horticulture */ adding skeleton information to Horticulture section - needs expert editing, additions"
Cauliflower,2017,2,26,18,47,10,Zefr,17983,similarity and wikilink
Cauliflower,2017,2,26,17,14,30,Zefr,17943,"copyedit to clarify ""curd"" (synonymous with ""head"") & provide one university horticulture source as a repeat ref; begin Horticulture section (needs development); update production table per 2014 FAOSTAT"
Cauliflower,2017,2,19,6,51,20,Davidbena,16782,"Gave more specific information about the Cauliflower garden vegetable, adding its taxonomic name"
Cauliflower,2017,2,14,18,43,43,DASL51984,16640,Reverted 1 edit by [[Special:Contributions/24.38.94.116|24.38.94.116]] ([[User talk:24.38.94.116|talk]]) to last revision by DASL51984. ([[WP:TW|TW]])
Cauliflower,2017,2,14,18,43,17,24.38.94.116,21366,Undid revision 765494881 by [[Special:Contributions/DASL51984|DASL51984]] ([[User talk:DASL51984|talk]])
Cauliflower,2017,2,14,18,43,10,DASL51984,16640,Reverted 1 edit by [[Special:Contributions/24.38.94.116|24.38.94.116]] ([[User talk:24.38.94.116|talk]]) to last revision by DASL51984. ([[WP:TW|TW]])
Cauliflower,2017,2,14,18,42,49,24.38.94.116,16650,/* Etymology */
Cauliflower,2017,2,14,18,42,44,DASL51984,16640,Reverted 3 edits by [[Special:Contributions/24.38.94.116|24.38.94.116]] ([[User talk:24.38.94.116|talk]]) to last revision by Gilliam. ([[WP:TW|TW]])
Cauliflower,2017,2,14,18,42,15,24.38.94.116,21366,
Cauliflower,2017,2,14,18,41,50,24.38.94.116,21401,
Cauliflower,2017,2,14,18,34,56,24.38.94.116,21425,/* History */
Cauliflower,2017,2,10,14,29,19,Gilliam,16640,Reverted edits by [[Special:Contribs/2405:204:C288:125D:47D8:A91B:C312:4505|2405:204:C288:125D:47D8:A91B:C312:4505]] ([[User talk:2405:204:C288:125D:47D8:A91B:C312:4505|talk]]) to last version by El C
Cauliflower,2017,2,10,14,21,26,2405:204:C288:125D:47D8:A91B:C312:4505,16551,
Cauliflower,2017,2,6,18,52,37,El C,16640,Reverted edits by [[Special:Contribs/24.38.94.116|24.38.94.116]] ([[User talk:24.38.94.116|talk]]) to last version by WNYY98
Cauliflower,2017,2,6,18,51,11,24.38.94.116,20351,
Cauliflower,2017,2,6,18,50,10,Will120,16640,Reverted 2 edits by [[Special:Contributions/24.38.94.116|24.38.94.116]] ([[User talk:24.38.94.116|talk]]) to last revision by Excirial. ([[WP:TW|TW]])
Cauliflower,2017,2,6,18,49,55,24.38.94.116,20345,
Cauliflower,2017,2,6,18,48,52,24.38.94.116,20351,
Cauliflower,2017,1,31,20,39,38,Excirial,16640,Reverted edits by [[Special:Contributions/2600:1:9180:38C2:687B:4FDD:7B73:DC17|2600:1:9180:38C2:687B:4FDD:7B73:DC17]] ([[User talk:2600:1:9180:38C2:687B:4FDD:7B73:DC17|talk]]) ([[WP:HG|HG]]) (3.1.22)
Cauliflower,2017,1,31,20,39,3,2600:1:9180:38C2:687B:4FDD:7B73:DC17,16653,
Cauliflower,2017,1,17,17,55,55,Skywatcher68,16640,Undid revision 760547143 by [[Special:Contributions/Larrydouglas222|Larrydouglas222]] ([[User talk:Larrydouglas222|talk]]) what does the Emancipation Proclamation have to do with cauliflower?
Cauliflower,2017,1,17,17,51,38,Larrydouglas222,20142,Added links
Cauliflower,2017,1,17,17,38,38,Zefr,16640,Reverted 1 edit by [[Special:Contributions/24.38.94.116|24.38.94.116]] ([[User talk:24.38.94.116|talk]]): Vandalism with warning to IP editor. ([[WP:TW|TW]])
Cauliflower,2017,1,17,17,37,52,24.38.94.116,18802,Undid revision 760544992 by [[Special:Contributions/Zefr|Zefr]] ([[User talk:Zefr|talk]])
Cauliflower,2017,1,17,17,37,20,Zefr,16640,Reverted 1 edit by [[Special:Contributions/24.38.94.116|24.38.94.116]] ([[User talk:24.38.94.116|talk]]): Test edit/vandalism. ([[WP:TW|TW]])
Cauliflower,2017,1,17,17,35,34,24.38.94.116,18802,
Cauliflower,2017,1,17,2,57,10,Plantdrew,16640,infobox cleanup
Cauliflower,2016,12,15,10,41,33,Dexbot,16649,Bot: Fix bad ref naming
Cauliflower,2016,12,13,15,50,43,Dexbot,16653,Bot: Changes to ref name per [[WP:REFNAME]]
Cauliflower,2016,12,10,19,24,37,Barek,16649,Reverted edits by [[Special:Contribs/107.77.208.124|107.77.208.124]] ([[User talk:107.77.208.124|talk]]) to last version by 24.207.19.96
Cauliflower,2016,12,10,19,18,25,107.77.208.124,16650,
Cauliflower,2016,12,10,1,38,44,24.207.19.96,16649,
Cauliflower,2016,10,16,0,42,30,CatcherStorm,16614,Reverted edits by [[Special:Contributions/96.59.163.56|96.59.163.56]] ([[User talk:96.59.163.56|talk]]) ([[WP:HG|HG]]) (3.1.21)
Cauliflower,2016,10,16,0,42,13,96.59.163.56,15657,Fixed typo; Fixed grammar; Added links
Cauliflower,2016,9,27,5,17,51,2602:306:CED3:D260:D5BE:478D:A85E:21E1,16614,/* Colours */
Cauliflower,2016,9,26,2,5,34,ClueBot NG,16573,"Reverting possible vandalism by [[Special:Contribs/2604:2000:EEC2:ED00:DAA2:5EFF:FE94:AB9C|2604:2000:EEC2:ED00:DAA2:5EFF:FE94:AB9C]] to version by Yintan. [[WP:CBFP|Report False Positive?]] Thanks, [[WP:CBNG|ClueBot NG]]. (2772969) (Bot)"
Cauliflower,2016,9,26,2,5,28,2604:2000:EEC2:ED00:DAA2:5EFF:FE94:AB9C,16898,"A new trend in Cauliflower is "" riced cauliflower"" in which you shred the cauliflower heard into a rice like shape. This can be used as a substitution to rice or pasta in various recipes."
Cauliflower,2016,9,22,15,24,59,Yintan,16573,Reverted edits by [[Special:Contributions/199.127.134.42|199.127.134.42]] ([[User talk:199.127.134.42|talk]]) ([[WP:HG|HG]]) (3.1.21)
Cauliflower,2016,9,22,15,24,35,199.127.134.42,16581,/* History */
Cauliflower,2016,9,22,15,22,38,ClueBot NG,16573,"Reverting possible vandalism by [[Special:Contribs/199.127.134.42|199.127.134.42]] to version by Zefr. [[WP:CBFP|Report False Positive?]] Thanks, [[WP:CBNG|ClueBot NG]]. (2769373) (Bot)"
Cauliflower,2016,9,22,15,22,34,199.127.134.42,16646,/* Colours */
Cauliflower,2016,9,22,13,46,48,Zefr,16573,Reverted 1 edit by [[Special:Contributions/70.167.36.66|70.167.36.66]] ([[User talk:70.167.36.66|talk]]): Previous version is accurate. ([[WP:TW|TW]])
Cauliflower,2016,9,22,13,40,20,70.167.36.66,16609,
Cauliflower,2016,9,18,5,14,7,109.97.254.187,16573,/* History */
Cauliflower,2016,8,31,7,20,30,GreenC bot,16570,/* External links */[[User:Green Cardamom/WaybackMedic 2|WaybackMedic 2]]
Cauliflower,2016,8,26,3,38,53,AddWittyNameHere,16569,Reverted edits by [[Special:Contributions/2601:1C0:C801:8217:7981:40EA:475E:B4EC|2601:1C0:C801:8217:7981:40EA:475E:B4EC]] ([[User talk:2601:1C0:C801:8217:7981:40EA:475E:B4EC|talk]]) ([[WP:HG|HG]]) (3.1.20)
Cauliflower,2016,8,26,3,38,44,2601:1C0:C801:8217:7981:40EA:475E:B4EC,16527,Retard
Cauliflower,2016,8,22,8,53,13,The RedBurn,16569,/* Phytochemicals */ same
Cauliflower,2016,8,22,8,52,41,The RedBurn,16592,"/* Phytochemicals */ revert to old ref, -Failed verification"
Cauliflower,2016,8,22,8,47,16,The RedBurn,16652,/* Phytochemicals */ ref: +Failed verification
Cauliflower,2016,7,31,4,10,8,Materialscientist,16606,Reverted edits by [[Special:Contribs/2602:302:D182:DF30:7DA7:4618:1DD2:9E71|2602:302:D182:DF30:7DA7:4618:1DD2:9E71]] ([[User talk:2602:302:D182:DF30:7DA7:4618:1DD2:9E71|talk]]) to last version by Thor Dockweiler
Cauliflower,2016,7,31,4,2,25,2602:302:D182:DF30:7DA7:4618:1DD2:9E71,16610,everything
Cauliflower,2016,7,26,20,19,6,Thor Dockweiler,16606,/* External links */ Add authority taxa.
Cauliflower,2016,7,3,3,37,35,Materialscientist,16592,Reverted edits by [[Special:Contribs/172.56.22.42|172.56.22.42]] ([[User talk:172.56.22.42|talk]]) to last version by ClueBot NG
Cauliflower,2016,7,3,3,32,36,172.56.22.42,16619,Fix typo
Cauliflower,2016,7,3,3,31,15,172.56.22.42,16601,
Cauliflower,2016,7,3,3,27,49,172.56.22.42,16582,
Cauliflower,2016,6,29,4,36,39,ClueBot NG,16592,"Reverting possible vandalism by [[Special:Contribs/Iamfayazlol|Iamfayazlol]] to version by Tom.Reding. [[WP:CBFP|Report False Positive?]] Thanks, [[WP:CBNG|ClueBot NG]]. (2697426) (Bot)"
Cauliflower,2016,6,29,4,36,35,Iamfayazlol,16576,
Cauliflower,2016,6,16,17,33,58,Tom.Reding,16592,"[[Category:CS1 maint: Multiple names: authors list|CS1 maintenance]]: vauthors/veditors or enumerate multiple authors/editors; [[WP:GenFixes]] on, using [[Project:AWB|AWB]]"
Cauliflower,2016,6,11,12,54,35,DocWatson42,16537,Cleaned up image placement (to eliminate overrunning the appendices in wide browser windows) and other matters.
Cauliflower,2016,5,28,20,51,57,Dcirovic,16508,clean up using [[Project:AWB|AWB]]
Cauliflower,2016,5,25,15,30,23,Zefr,16494,Reverted 1 edit by [[Special:Contributions/Axiomus|Axiomus]] ([[User talk:Axiomus|talk]]): Irrelevant. ([[WP:TW|TW]])
Cauliflower,2016,5,25,11,40,43,Axiomus,16539,/* References */
Cauliflower,2016,4,3,22,27,28,Materialscientist,16494,Reverted edits by [[Special:Contribs/69.250.182.33|69.250.182.33]] ([[User talk:69.250.182.33|talk]]) to last version by Smalljim
Cauliflower,2016,4,3,22,24,4,69.250.182.33,16508,
Cauliflower,2016,4,3,22,22,16,69.250.182.33,16499,
Cauliflower,2016,4,1,19,20,14,Smalljim,16494,Reverted edits by [[Special:Contribs/96.230.242.25|96.230.242.25]] ([[User talk:96.230.242.25|talk]]) to last version by Andy M. Wang
Cauliflower,2016,4,1,19,19,58,96.230.242.25,16535,/* History */
Cauliflower,2016,4,1,19,16,44,Andy M. Wang,16494,Reverted edits by [[Special:Contribs/96.230.242.25|96.230.242.25]] ([[User talk:96.230.242.25|talk]]) to last version by Plantdrew
Cauliflower,2016,4,1,19,16,18,96.230.242.25,16534,/* History */Added content
Cauliflower,2016,3,28,4,32,41,Plantdrew,16494,removed [[Category:Cultivars]]; added [[Category:Food plant cultivars]] using [[WP:HC|HotCat]]
Cauliflower,2016,3,13,23,56,11,151.225.40.141,16483,/* History */
Cauliflower,2016,3,12,15,46,41,Zefr,16543,/* Cooking */
Cauliflower,2016,3,12,14,8,40,"A,Ocram",16543,/* Cooking */
Cauliflower,2016,3,6,16,53,24,AManWithNoPlan,16479,/* Fractal dimension */  | [[WP:UCB|Assisted by Citation bot]]
Cauliflower,2016,3,6,16,51,41,AManWithNoPlan,16506,[[WP:UCB|Assisted by Citation bot]]
Cauliflower,2016,3,6,16,50,59,AManWithNoPlan,16524,Filled in 1 bare reference(s) with [[:en:WP:REFILL|reFill]] ()
Cauliflower,2016,3,6,16,50,33,AManWithNoPlan,16492,Cleaned up using [[WP:AutoEd|AutoEd]]
Cauliflower,2016,2,23,1,51,25,2601:646:2:2216:D54F:F539:123A:8992,16483,/* History */ editing for style
Cauliflower,2016,2,21,3,0,55,400 Lux,16497,"/* Fractal dimension */ I had to google this , so linking perhaps to aid in understanding."
Cauliflower,2016,2,21,2,55,29,400 Lux,16493,/* Nutrition */ structure
Cauliflower,2016,2,21,2,54,57,400 Lux,16502,/* Colours */ came?
Cauliflower,2016,2,21,2,51,31,400 Lux,16496,/* Classification and identification */ structure
Cauliflower,2016,2,21,2,50,29,400 Lux,16478,/* Etymology */ correction
Cauliflower,2016,2,21,2,50,11,400 Lux,16482,/* Etymology */ linking
Cauliflower,2016,2,21,2,49,47,400 Lux,16474,/* Etymology */ structure
Cauliflower,2016,2,21,2,44,40,400 Lux,16454,structure
Cauliflower,2016,2,21,2,41,41,KH-1,16446,Reverted edits by [[Special:Contribs/400 Lux|400 Lux]] ([[User talk:400 Lux|talk]]) to last version by 70.179.164.137
Cauliflower,2016,2,21,2,41,21,400 Lux,0,typo
Cauliflower,2016,2,19,2,21,13,70.179.164.137,16446,/* Cooking */ Mezzetta makes pickled cauliflower. http://www.mezzetta.com/product/10106127.html?Search=mezzetta
Cauliflower,2016,2,18,14,49,42,H.dryad,16437,Reverted 2 edits by [[Special:Contributions/72.2.103.233|72.2.103.233]] ([[User talk:72.2.103.233|talk]]): Gf edit. ([[WP:TW|TW]])
Cauliflower,2016,2,18,14,49,19,72.2.103.233,16498,
Cauliflower,2016,2,18,14,48,40,72.2.103.233,16467,
Cauliflower,2016,1,26,10,50,20,217.37.171.227,16437,/* Classification and identification */  linked to fractal
Cauliflower,2016,1,17,23,24,2,Zefr,16433,"/* Nutrition */ ce, correct DV"
Cauliflower,2016,1,17,17,40,2,Hydrox,16427,Reverted [[WP:AGF|good faith]] edits by [[Special:Contributions/69.122.249.245|69.122.249.245]] ([[User talk:69.122.249.245|talk]]): Unwarranted change of spelling varierty; see [[MOS:RETAIN]]. ([[WP:TW|TW]])
Cauliflower,2016,1,17,16,33,27,69.122.249.245,16426,/* Colours */
Cauliflower,2016,1,15,17,44,42,K6ka,16427,Reverted edits by [[Special:Contributions/50.205.109.244|50.205.109.244]] ([[User talk:50.205.109.244|talk]]) ([[WP:HG|HG]]) (3.1.18)
Cauliflower,2016,1,15,17,44,35,50.205.109.244,16418,
Cauliflower,2016,1,15,17,41,57,K6ka,16427,Reverted edits by [[Special:Contributions/50.205.109.244|50.205.109.244]] ([[User talk:50.205.109.244|talk]]) ([[WP:HG|HG]]) (3.1.18)
Cauliflower,2016,1,15,17,41,52,50.205.109.244,16424,
Cauliflower,2016,1,15,17,37,28,ClueBot NG,16427,"Reverting possible vandalism by [[Special:Contribs/50.205.109.244|50.205.109.244]] to version by Bender235. [[WP:CBFP|Report False Positive?]] Thanks, [[WP:CBNG|ClueBot NG]]. (2505775) (Bot)"
Cauliflower,2016,1,15,17,37,23,50.205.109.244,16427,
Cauliflower,2016,1,10,22,39,30,Bender235,16427,clean up; http->https (see [[WP:VPR/Archive 127#RfC: Should we convert existing Google and Internet Archive links to HTTPS?|this RfC]]) using [[Project:AWB|AWB]]
Cauliflower,2016,1,5,16,27,47,Zefr,16417,return to 14 Dec version to rv weak edits
Cauliflower,2016,1,5,16,9,53,39.49.110.38,16161,/* Varieties */
Cauliflower,2016,1,5,16,9,10,39.49.110.38,16145,/* Varieties */
Cauliflower,2015,12,14,10,48,39,Feminist,16417,[[Help:Cat-a-lot|Cat-a-lot]]: Removing from [[Category:Side dishes]]
Cauliflower,2015,12,6,18,54,58,Postcard Cathy,16442,added [[Category:Side dishes]] using [[WP:HC|HotCat]]
Cauliflower,2015,11,23,18,14,44,Zefr,16417,"add Production section with FAOSTAT data, reference and text"
Cauliflower,2015,11,13,3,18,22,Zefr,15294,"move nutrient table, revise discussion, add ref, copyedit & replace ref on boiling with more recent review"
Cauliflower,2015,10,19,19,39,22,OcarinaOfTime,14973,Reverted 1 [[WP:AGF|good faith]] edit by [[Special:Contributions/2601:152:4000:9300:ED41:48FB:74BF:B84F|2601:152:4000:9300:ED41:48FB:74BF:B84F]] using [[WP:STiki|STiki]]
Cauliflower,2015,10,19,17,16,12,2601:152:4000:9300:ED41:48FB:74BF:B84F,14974,
Cauliflower,2015,9,18,9,38,22,Northamerica1000,14973,/* Colours */ rw: <gallery mode=packed>
Cauliflower,2015,9,1,19,25,8,LilHelpa,14961,mnr copy edit
Cauliflower,2015,8,14,17,12,18,Nizil Shah,14963,/* History */
Cauliflower,2015,8,13,5,42,15,TylerDurden8823,14710,/* Nutrition */
Cauliflower,2015,8,10,7,57,36,Materialscientist,14709,Reverted edits by [[Special:Contribs/49.206.56.22|49.206.56.22]] ([[User talk:49.206.56.22|talk]]) to last version by 86.21.186.21
Cauliflower,2015,8,10,7,45,50,49.206.56.22,14732,/* History */
Cauliflower,2015,7,18,12,5,46,86.21.186.21,14709,/* Colours */
Cauliflower,2015,7,1,22,41,43,AnomieBOT,14708,Dating maintenance tags: {{Citation needed}}
Cauliflower,2015,7,1,20,41,25,164.62.12.245,14693,/* History */ Expanded on the discussion of the first descriptions of cauliflower with references to the original Latin sources and translations
Cauliflower,2015,7,1,18,50,4,164.62.12.245,13862,/* History */ Added cite for Pliny claim
Cauliflower,2015,6,22,6,1,20,KasparBot,13658,embed {{Authority control}} with wikidata information
Cauliflower,2015,6,8,11,41,0,Tpbradbury,13636,/* Fractal dimension */ add break
Cauliflower,2015,6,8,11,39,27,Tpbradbury,13630,Filled in 1 bare reference(s) with [[WP:REFILL|reFill]] ()
Cauliflower,2015,5,30,1,29,48,73.4.14.51,13639,/* Fractal dimension */
Cauliflower,2015,5,30,1,29,25,73.4.14.51,13638,/* Fractal dimension */
Cauliflower,2015,5,30,1,27,25,73.4.14.51,13537,/* Fractal dimension */
Cauliflower,2015,5,30,1,24,35,73.4.14.51,13439,/* Fractal dimension */
Cauliflower,2015,5,30,1,24,11,73.4.14.51,13438,/* Fractal dimension */
Cauliflower,2015,5,30,1,23,37,73.4.14.51,13439,Added more fractal information.
Cauliflower,2015,5,4,17,59,55,187.194.188.121,13140,/* Colors */
Cauliflower,2015,5,4,15,22,34,ClueBot NG,13131,"Reverting possible vandalism by [[Special:Contributions/164.116.142.27|164.116.142.27]] to version by Yuvn86. False positive? [[User:ClueBot NG/FalsePositives|Report it]]. Thanks, [[User:ClueBot NG|ClueBot NG]]. (2220885) (Bot)"
Cauliflower,2015,5,4,15,22,32,164.116.142.27,13154,/* Colors */
Cauliflower,2015,4,29,16,39,32,Yuvn86,13131,/* Nutrition */
Cauliflower,2015,4,7,16,34,7,76.120.162.73,13131,change link
Cauliflower,2015,4,4,16,7,29,2602:306:CCA4:6FF0:E831:9095:BF9A:DCFB,13146,/* Cooking */
Cauliflower,2015,3,9,17,43,14,Davemck,13178,rvt 2 vandalism edits by [[Special:Contributions/76.165.219.34|78.165.219.34]]
Cauliflower,2015,3,9,16,45,0,76.165.219.34,13210,
Cauliflower,2015,3,9,16,41,27,76.165.219.34,13196,/* History */
Cauliflower,2015,2,25,18,3,12,Widr,13178,Reverted 2 edits by [[Special:Contributions/92.6.137.247|92.6.137.247]] using [[WP:STiki|STiki]]
Cauliflower,2015,2,25,17,25,37,92.6.137.247,13221,/* Major groups */
Cauliflower,2015,2,25,17,24,42,92.6.137.247,13219,/* Classification and identification */
Cauliflower,2015,2,11,22,34,37,Materialscientist,13178,Reverted edits by [[Special:Contribs/24.46.34.23|24.46.34.23]] ([[User talk:24.46.34.23|talk]]) to last version by Epicgenius
Cauliflower,2015,2,11,22,29,43,24.46.34.23,13173,
Cauliflower,2015,2,5,17,6,2,Epicgenius,13178,Reverted edits by [[Special:Contributions/67.117.19.122|67.117.19.122]] ([[User talk:67.117.19.122|talk]]) ([[WP:HG|HG]])
Cauliflower,2015,2,5,17,5,48,67.117.19.122,13304,
Cauliflower,2015,2,5,2,36,43,Drmies,13178,
Cauliflower,2015,2,5,2,33,34,Drmies,13229,"/* Cooking */ yeah, i know"
Cauliflower,2015,2,5,2,29,45,Drmies,12669,shuffle; prune EL section
Cauliflower,2015,2,5,2,23,41,Drmies,12882,/* Colors */ m
Cauliflower,2015,1,13,4,0,58,98.114.11.16,12900,
Cauliflower,2015,1,12,10,48,59,Granddukesfinances,12835,
Cauliflower,2015,1,11,6,29,39,75.175.61.178,12833,
Cauliflower,2015,1,3,18,23,47,Historici,12900,
Cauliflower,2014,12,31,4,1,51,Materialscientist,12901,Reverted edits by [[Special:Contribs/Johnalexander Zarcp|Johnalexander Zarcp]] ([[User talk:Johnalexander Zarcp|talk]]) to last version by Gadget850
Cauliflower,2014,12,31,4,0,28,Johnalexander Zarcp,12935,/* External links */
Cauliflower,2014,12,31,3,56,44,Johnalexander Zarcp,12933,/* External links */
Cauliflower,2014,12,29,15,57,8,Gadget850,12901,"fix gallery center, replaced: <gallery  → <gallery class=""center"" , <center><gallery  → <gallery , </gallery></center> → </gallery> using [[Project:AWB|AWB]]"
