item,year,month,day,hour,minute,second,user,page_size,comment
Sweet Potato,2016,12,21,20,2,41,Plantdrew,55435,taxobox cleanup
Sweet Potato,2016,12,13,13,38,57,Lotje,55477,Filled in 1 bare reference(s) with [[:en:WP:REFILL|reFill]] ()
Sweet Potato,2016,12,13,13,29,30,Lotje,55333,<ref></ref>
Sweet Potato,2016,12,6,20,53,16,Praxidicae,55356,Reverted 1 edit by [[Special:Contributions/Arctic Worm|Arctic Worm]] ([[User talk:Arctic Worm|talk]]) to last revision by Red Slash. ([[WP:TW|TW]])
Sweet Potato,2016,12,6,20,52,44,Arctic Worm,55409,Fixed typo (where they originated
Sweet Potato,2016,11,29,20,42,36,Red Slash,55356,/* top */
Sweet Potato,2016,11,20,1,26,28,69.14.153.184,55419,/* North America */
Sweet Potato,2016,11,16,3,55,50,Apokryltaros,55415,Reverted 1 edit by [[Special:Contributions/2601:649:1:B8E0:DC3A:B26A:3510:73A8|2601:649:1:B8E0:DC3A:B26A:3510:73A8]] ([[User talk:2601:649:1:B8E0:DC3A:B26A:3510:73A8|talk]]) to last revision by ClueBot NG. ([[WP:TW|TW]])
Sweet Potato,2016,11,16,3,48,32,2601:649:1:B8E0:DC3A:B26A:3510:73A8,55421,
Sweet Potato,2016,11,13,5,23,44,ClueBot NG,55415,"Reverting possible vandalism by [[Special:Contribs/I am giving u the middle finger|I am giving u the middle finger]] to version by Zefr. [[WP:CBFP|Report False Positive?]] Thanks, [[WP:CBNG|ClueBot NG]]. (2835324) (Bot)"
Sweet Potato,2016,11,13,5,23,35,I am giving u the middle finger,55481,Added Examples
Sweet Potato,2016,11,13,1,46,3,Zefr,55415,Reverted to revision 747267504 by [[Special:Contributions/Kintetsubuffalo|Kintetsubuffalo]] ([[User talk:Kintetsubuffalo|talk]]): Grammar. ([[WP:TW|TW]])
Sweet Potato,2016,11,12,20,29,32,Fruitstand,55420,
Sweet Potato,2016,11,1,12,20,4,Kintetsubuffalo,55415,/* Comparison of sweet potato to other food staples */
Sweet Potato,2016,10,29,6,19,0,Bodhi Peace,55431,/* Asia */
Sweet Potato,2016,10,29,6,14,42,Bodhi Peace,55442,/* Asia */
Sweet Potato,2016,10,29,6,13,52,Bodhi Peace,55446,/* Asia */ I was trying just to highlight the Japanese sweet potato
Sweet Potato,2016,10,29,2,58,45,Apokryltaros,55407,"Reverted to revision 746700037 by [[Special:Contributions/Bodhi Peace|Bodhi Peace]] ([[User talk:Bodhi Peace|talk]]): If there is an article about this, then why on earth did you unlink them? ([[WP:TW|TW]])"
Sweet Potato,2016,10,29,0,38,48,Bodhi Peace,55395,
Sweet Potato,2016,10,29,0,37,20,Bodhi Peace,55407,/* North America */ see [[Yamboree]] article for citation
Sweet Potato,2016,10,29,0,35,42,Bodhi Peace,55391,"Undid revision 746526281 by [[Special:Contributions/Apokryltaros|Apokryltaros]] ([[User talk:Apokryltaros|talk]]) if it is unsourced, add {citation needed}"
Sweet Potato,2016,10,27,23,27,22,Apokryltaros,55306,Reverted 1 edit by [[Special:Contributions/24.224.41.139|24.224.41.139]] ([[User talk:24.224.41.139|talk]]): Y'all kindly don't mind if I remove this unsourced gobbledegook? ([[WP:TW|TW]])
Sweet Potato,2016,10,27,23,5,48,24.224.41.139,55391,/* North America */Added content.
Sweet Potato,2016,10,26,4,42,22,-glove-,55306,Reverted 2 edits by [[Special:Contributions/220.233.111.178|220.233.111.178]] ([[User talk:220.233.111.178|talk]]) to last revision by Zefr. ([[WP:TW|TW]])
Sweet Potato,2016,10,26,4,42,17,220.233.111.178,55413,
Sweet Potato,2016,10,26,4,41,29,220.233.111.178,55321,
Sweet Potato,2016,10,25,19,13,32,Zefr,55306,"Reverted 1 edit by [[Special:Contributions/197.211.59.33|197.211.59.33]] ([[User talk:197.211.59.33|talk]]): Unnecessary, minor relevance. ([[WP:TW|TW]])"
Sweet Potato,2016,10,25,19,2,0,197.211.59.33,55376,/* Naming */
Sweet Potato,2016,10,22,18,31,46,62.255.48.18,55306,
Sweet Potato,2016,10,22,18,29,36,62.255.48.2,55296,
Sweet Potato,2016,10,18,15,36,14,Zefr,55306,Reverted 1 edit by [[Special:Contributions/132.246.241.42|132.246.241.42]] ([[User talk:132.246.241.42|talk]]): No evidence/source for this statement; careless English. ([[WP:TW|TW]])
Sweet Potato,2016,10,18,15,31,40,132.246.241.42,55425,/* Nutrient content */
Sweet Potato,2016,10,17,6,13,4,Bodhi Peace,55306,"reorg lede, edits to ""naming"""
Sweet Potato,2016,10,14,15,19,37,165.234.252.11,55260,Sweet Potato -> Sweet potato
Sweet Potato,2016,10,12,2,17,13,Obsidian Soul,55260,/* Asia */
Sweet Potato,2016,10,9,4,15,36,ClueBot NG,55107,"Reverting possible vandalism by [[Special:Contribs/Thegeminiqueen|Thegeminiqueen]] to version by 69.58.42.90. [[WP:CBFP|Report False Positive?]] Thanks, [[WP:CBNG|ClueBot NG]]. (2789369) (Bot)"
Sweet Potato,2016,10,9,4,15,28,Thegeminiqueen,55119,added information
Sweet Potato,2016,10,7,21,23,28,69.58.42.90,55107,Radiocarbon dating
Sweet Potato,2016,9,21,20,21,45,CLCStudent,55084,Undid revision 740556194 by [[Special:Contributions/2601:82:C202:8DD0:2115:2008:A4B9:E79E|2601:82:C202:8DD0:2115:2008:A4B9:E79E]] ([[User talk:2601:82:C202:8DD0:2115:2008:A4B9:E79E|talk]])
Sweet Potato,2016,9,21,20,21,16,2601:82:C202:8DD0:2115:2008:A4B9:E79E,55083,"/* Origin, distribution and diversity */"
Sweet Potato,2016,9,20,16,31,58,155.101.104.74,55084,/* Transgenicity */
Sweet Potato,2016,9,15,22,53,10,ClueBot NG,55083,"Reverting possible vandalism by [[Special:Contribs/Lilydog945|Lilydog945]] to version by Apokryltaros. [[WP:CBFP|Report False Positive?]] Thanks, [[WP:CBNG|ClueBot NG]]. (2760991) (Bot)"
Sweet Potato,2016,9,15,22,53,3,Lilydog945,38086,
Sweet Potato,2016,9,9,17,33,42,Apokryltaros,55083,Reverted 1 edit by [[Special:Contributions/24.176.166.27|24.176.166.27]] ([[User talk:24.176.166.27|talk]]): Unsourced. ([[WP:TW|TW]])
Sweet Potato,2016,9,9,17,11,41,24.176.166.27,55172,/* Production */
Sweet Potato,2016,8,28,1,56,34,2001:44B8:3113:AB00:7C4C:D4D0:14EB:9508,55083,"Removed ""kumara"" from the opening line. Unless we're going to include the name every nation is calling the thing?"
Sweet Potato,2016,8,24,2,20,19,24.45.87.3,55099,
Sweet Potato,2016,8,24,2,19,7,24.45.87.3,55099,Clarifying the relationship.
Sweet Potato,2016,8,23,10,24,10,Oshwah,54984,Reverted edits by [[Special:Contributions/110.146.181.3|110.146.181.3]] ([[User talk:110.146.181.3|talk]]) ([[WP:HG|HG]]) (3.1.20)
Swordfish,2020,2,19,18,38,27,Serols,22477,Reverted edits by [[Special:Contributions/209.37.152.50|209.37.152.50]] ([[User talk:209.37.152.50|talk]]) ([[WP:HG|HG]]) (3.4.9)
Swordfish,2020,2,19,18,37,31,209.37.152.50,22453,
Swordfish,2020,2,13,5,24,55,WolfmanSF,22477,more self-explanatory short description
Swordfish,2020,2,13,5,14,38,WolfmanSF,22462,/* top */clean up
Swordfish,2020,1,31,22,55,26,137.82.152.204,22463,/* In culture */ removed non noteworthy runescape reference
Swordfish,2020,1,29,17,2,31,PraiseVivec,22614,Reverted 1 edit by [[Special:Contributions/50.205.217.116|50.205.217.116]] ([[User talk:50.205.217.116|talk]]) to last revision by JJMC89 bot III ([[WP:TW|TW]])
Swordfish,2020,1,29,17,0,31,50.205.217.116,22614,
Swordfish,2020,1,28,8,49,15,JJMC89 bot III,22614,Removing [[:Category:Seafood red list]] per [[Wikipedia:Categories for discussion/Log/2020 January 20#Category:Seafood red list]]
Swordfish,2020,1,13,20,13,49,Mike Peel,22644,"Changing the Commons category from ""Category:Xiphias gladius"" to ""Category:Xiphiidae"""
Swordfish,2019,12,19,17,13,39,Trappist the monk,22650,/* top */{{cite iucn}}: converted from {{cite journal}} or {{cite web}} (1×); removed unnecessary parameters (1×);
Swordfish,2019,12,16,21,44,28,Bender the Bot,22822,"HTTP → HTTPS for [[Food and Drug Administration]], replaced: http://www.fda.gov/ → https://www.fda.gov/ (2)"
Swordfish,2019,12,12,0,42,54,2606:A000:ED4A:CB00:3D4A:57B8:2063:8F86,22820,/* Behavior and ecology */
Swordfish,2019,11,18,1,12,39,ThadeusOfNazereth,22823,Reverted 1 edit by [[Special:Contributions/Dahy27bd|Dahy27bd]] ([[User talk:Dahy27bd|talk]]) to last revision by John B123 ([[WP:TW|TW]])
Swordfish,2019,11,18,1,12,27,Dahy27bd,22674,
Swordfish,2019,11,13,18,54,33,John B123,22823,/* Fisheries */ Added title to ref
Swordfish,2019,11,13,18,53,9,John B123,22812,Fixed cite error
Swordfish,2019,11,13,18,49,24,John B123,22813,"Importing Wikidata [[Wikipedia:Short description|short description]]: ""Fish of Xiphiidae family and genus Xiphias"" ([[User:Galobtter/Shortdesc helper|Shortdesc helper]])"
Swordfish,2019,11,11,13,8,5,Wtmitchell,22748,Reverted edits by [[Special:Contributions/2409:4042:2E8E:DF75:FDC4:7D57:8E66:2A2A|2409:4042:2E8E:DF75:FDC4:7D57:8E66:2A2A]] ([[User talk:2409:4042:2E8E:DF75:FDC4:7D57:8E66:2A2A|talk]]) ([[WP:HG|HG]]) (3.4.9)
Swordfish,2019,11,11,13,7,52,2409:4042:2E8E:DF75:FDC4:7D57:8E66:2A2A,22751,/* As food */
Swordfish,2019,11,7,17,47,10,Elmidae,22748,rv/v
Swordfish,2019,11,7,17,9,23,216.100.93.202,22744,/making babes/
Swordfish,2019,11,7,17,6,56,216.100.93.202,22749,/* Behavior and ecology */
Swordfish,2019,11,7,3,2,58,Citation bot,22748,"Add: date, bibcode. Removed URL that duplicated unique identifier. | You can [[WP:UCB|use this bot]] yourself. [[WP:DBUG|Report bugs here]].| Activated by [[User:Akrasia25]] | via #UCB_toolbar"
Swordfish,2019,11,6,16,48,38,CLCStudent,22761,Reverted edits by [[Special:Contribs/216.100.93.197|216.100.93.197]] ([[User talk:216.100.93.197|talk]]) to last version by CLCStudent
Swordfish,2019,11,6,16,47,34,216.100.93.197,22746,/* Behavior and ecology */
Swordfish,2019,11,6,16,43,40,CLCStudent,22761,Reverted 1 edit by [[Special:Contributions/216.100.93.192|216.100.93.192]] ([[User talk:216.100.93.192|talk]]) to last revision by 45.59.2.166 ([[WP:TW|TW]])
Swordfish,2019,11,6,16,43,26,216.100.93.192,22762,/* Behavior and ecology */
Swordfish,2019,11,4,19,27,33,45.59.2.166,22761,/* Taxonomy and etymology */
Swordfish,2019,11,4,19,26,9,45.59.2.166,22769,/* Taxonomy and etymology */
Swordfish,2019,9,27,15,51,4,Kstern,22761,/* As food */ Up-to-date FDA source.
Swordfish,2019,9,24,15,13,52,Tom.Reding,22605,[[:Category:CS1 errors: deprecated parameters]]: migrate 1/1 |dead-url= to |url-status=; minor cleanup; [[WP:GenFixes]] on
Swordfish,2019,9,12,5,51,30,103.203.188.129,22586,
Swordfish,2019,9,12,5,48,19,103.203.188.129,22636,
Swordfish,2019,9,12,5,44,24,103.203.188.129,22623,
Swordfish,2019,8,31,5,23,37,Max Paxman,22607,/* Behavior and ecology */
Swordfish,2019,8,4,16,0,14,79.65.127.150,22603,"restored last good version - names in individual foreign languages are not carried in the lede / ""Fishes of the Open Ocean"" is the correct title of the book"
Swordfish,2019,7,30,3,56,12,108.63.123.242,22642,/* Taxonomy and etymology */
Swordfish,2019,7,15,4,17,25,103.50.105.182,22644,
Swordfish,2019,7,3,7,33,40,James Arboghast,22603,"photos of swordfish show the bill is indeed flat and long, but iit is also pointed, as the Taxonomy and etymology para describes"
Swordfish,2019,6,2,11,12,52,Akrasia25,22594,Reverted 1 edit by [[Special:Contributions/194.223.79.175|194.223.79.175]] ([[User talk:194.223.79.175|talk]]) to last revision by Akrasia25 ([[WP:TW|TW]])
Swordfish,2019,6,2,11,12,21,194.223.79.175,22609,
Swordfish,2019,6,2,11,11,5,Akrasia25,22594,Reverted 3 edits by [[Special:Contributions/194.223.79.175|194.223.79.175]] ([[User talk:194.223.79.175|talk]]) to last revision by 46.240.134.82 ([[WP:TW|TW]])
Swordfish,2019,6,2,11,10,52,194.223.79.175,22603,
Swordfish,2019,6,2,11,8,18,194.223.79.175,22588,
Swordfish,2019,6,2,11,7,18,194.223.79.175,22588,
Swordfish,2019,5,29,15,33,45,46.240.134.82,22594,
Swordfish,2019,5,28,11,42,3,Pvmoutside,22391,/* External links */ Category
Swordfish,2019,5,20,15,9,11,ToBeFree,22350,Reverted edits by [[Special:Contributions/50.194.137.189|50.194.137.189]] ([[User talk:50.194.137.189|talk]]): [[WP:SANDBOX|editing tests]] ([[WP:HG|HG]]) (3.4.8)
Swordfish,2019,5,20,15,9,1,50.194.137.189,22408,
Swordfish,2019,5,13,18,25,30,Jebcubed,22350,Reverted 1 edit by [[Special:Contributions/69.74.5.6|69.74.5.6]] ([[User talk:69.74.5.6|talk]]) to last revision by Wikipelli ([[WP:TW|TW]])
Swordfish,2019,5,13,18,25,14,69.74.5.6,22369,ddd
Swordfish,2019,5,6,23,56,12,Wikipelli,22350,Reverted edits by [[Special:Contributions/71.62.145.166|71.62.145.166]] ([[User talk:71.62.145.166|talk]]) ([[WP:HG|HG]]) (3.4.6)
Swordfish,2019,5,6,23,55,22,71.62.145.166,22444,/* Breeding */
Swordfish,2019,4,29,22,30,37,Apokryltaros,22350,"Xiphias sensu strictu, i.e., Xiphias gladias, only appears in the fossil record since the Pliocene: earlier reports are of Xiphiorhynchus or are dubius"
Swordfish,2019,4,24,16,34,11,Jts1882,22545,add back reference removed in reversion of superpowers comment /* Taxonomy and etymology */
Swordfish,2019,4,24,16,15,34,72.83.246.188,22417,"/* Taxonomy and etymology */ no fish can give someone ""super powers"""
Swordfish,2019,4,24,15,53,23,165.234.101.46,22673,
Swordfish,2019,4,1,19,56,54,Samf4u,22545,Reverted edits by [[Special:Contributions/2601:587:4200:1EF2:60E8:8B0A:100D:4856|2601:587:4200:1EF2:60E8:8B0A:100D:4856]] ([[User talk:2601:587:4200:1EF2:60E8:8B0A:100D:4856|talk]]): disruptive edits ([[WP:HG|HG]]) (3.3.5)
Swordfish,2019,4,1,19,56,26,2601:587:4200:1EF2:60E8:8B0A:100D:4856,22837,/* Breeding */
Swordfish,2019,4,1,17,29,40,Meters,22545,Reverted edits by [[Special:Contribs/165.161.8.40|165.161.8.40]] ([[User talk:165.161.8.40|talk]]) to last version by 2605:6000:1019:4AE9:7CAA:C4B4:6D78:6C44
Swordfish,2019,4,1,16,0,6,165.161.8.40,22945,/* Breeding */
Swordfish,2019,4,1,15,58,0,165.161.8.40,22812,/* Behavior and ecology */
Swordfish,2019,3,17,6,36,36,2605:6000:1019:4AE9:7CAA:C4B4:6D78:6C44,22545,
Swordfish,2019,3,17,6,36,4,2605:6000:1019:4AE9:7CAA:C4B4:6D78:6C44,22545,
Swordfish,2019,3,14,4,54,5,Citation bot,22393,Removed parameters. | You can [[WP:UCB|use this bot]] yourself. [[WP:DBUG|Report bugs here]]. | [[WP:UCB|User-activated]].
Swordfish,2019,3,11,6,25,6,Cydebot,22453,Robot - Removing category Marine edible fish per [[WP:CFD|CFD]] at [[Wikipedia:Categories for discussion/Log/2019 February 18]].
Swordfish,2019,3,10,18,3,25,Cydebot,22485,Robot - Removing category Sushi toppings per [[WP:CFD|CFD]] at [[Wikipedia:Categories for discussion/Log/2019 February 13]].
Swordfish,2019,3,3,5,17,6,76.187.211.251,22513,/* As food */
Swordfish,2019,2,13,2,47,58,隼鷹,22521,adding Category
Swordfish,2019,2,4,17,40,43,ClueBot NG,22493,"Reverting possible vandalism by [[Special:Contribs/SUPERNIBBA|SUPERNIBBA]] to version by XXBlackburnXx. [[WP:CBFP|Report False Positive?]] Thanks, [[WP:CBNG|ClueBot NG]]. (3590774) (Bot)"
Swordfish,2019,2,4,17,40,36,SUPERNIBBA,22503,nibba
Swordfish,2019,1,30,18,46,55,XXBlackburnXx,22493,Reverted 1 edit by [[Special:Contributions/142.227.172.61|142.227.172.61]] ([[User talk:142.227.172.61|talk]]) to last revision by CLCStudent ([[WP:TW|TW]])
Swordfish,2019,1,30,16,15,52,142.227.172.61,22595,
Swordfish,2019,1,18,18,9,0,CLCStudent,22493,Reverted edits by [[Special:Contribs/96.241.155.136|96.241.155.136]] ([[User talk:96.241.155.136|talk]]) to last version by ClueBot NG
Swordfish,2019,1,18,18,7,48,96.241.155.136,20521,
Swordfish,2019,1,18,18,6,13,ClueBot NG,22493,"Reverting possible vandalism by [[Special:Contribs/96.241.155.136|96.241.155.136]] to version by Shellwood. [[WP:CBFP|Report False Positive?]] Thanks, [[WP:CBNG|ClueBot NG]]. (3580050) (Bot)"
Swordfish,2019,1,18,18,6,6,96.241.155.136,20508,/* As food */
Swordfish,2019,1,10,14,36,23,Shellwood,22493,Reverted edits by [[Special:Contributions/204.52.179.122|204.52.179.122]] ([[User talk:204.52.179.122|talk]]) ([[WP:HG|HG]]) (3.4.6)
Swordfish,2019,1,10,14,35,19,204.52.179.122,22515,
Swordfish,2019,1,10,14,34,32,204.52.179.122,22505,
Swordfish,2019,1,6,5,44,28,ClueBot NG,22493,"Reverting possible vandalism by [[Special:Contribs/Casyjamswok|Casyjamswok]] to version by Elmidae. [[WP:CBFP|Report False Positive?]] Thanks, [[WP:CBNG|ClueBot NG]]. (3571787) (Bot)"
Swordfish,2019,1,6,5,44,21,Casyjamswok,19211,made it more truthful
Swordfish,2018,12,14,11,32,13,Elmidae,22493,Undid revision 873644902 by [[Special:Contributions/1.46.192.92|1.46.192.92]] ([[User talk:1.46.192.92|talk]]) rv good faith
Swordfish,2018,12,14,5,58,13,1.46.192.92,22497,- - -
Swordfish,2018,12,4,18,19,6,ClueBot NG,22493,"Reverting possible vandalism by [[Special:Contribs/FaItHYbE|FaItHYbE]] to version by 50.98.185.63. [[WP:CBFP|Report False Positive?]] Thanks, [[WP:CBNG|ClueBot NG]]. (3554271) (Bot)"
Swordfish,2018,12,4,18,18,59,FaItHYbE,22641,Corrected some minor grammatical errors
Swordfish,2018,12,3,3,19,13,50.98.185.63,22493,
Swordfish,2018,11,24,19,48,57,MathKnight,22493,/* Behavior and ecology */
Swordfish,2018,11,19,15,8,33,Elmidae,22425,rv to last good versio
Swordfish,2018,11,19,14,59,24,2601:14A:C003:273B:90B3:5152:DA97:6C18,22418,/* Description */
Swordfish,2018,11,19,14,57,12,2601:14A:C003:273B:90B3:5152:DA97:6C18,22423,/* Description */
Swordfish,2018,11,19,14,55,18,2601:14A:C003:273B:90B3:5152:DA97:6C18,22427,/* Description */
Swordfish,2018,11,19,14,54,28,2601:14A:C003:273B:90B3:5152:DA97:6C18,22425,/* Description */
Swordfish,2018,11,12,0,42,2,TAnthony,22425,"/* top */Fix [[:Category:CS1 maint: Extra text|CS1 cite error]] (extra text in ""page"" or ""edition"" parameter), and genfixes"
Swordfish,2018,11,10,17,56,27,Jts1882,22430,add url to reference (I haven't changed access date as I haven't verified information)/* top */
Swordfish,2018,11,9,22,47,58,Surtsicna,22359,
Swordfish,2018,10,29,8,15,11,WolfmanSF,22426,/* top */clean up
Swordfish,2018,10,10,11,11,29,Daiyusha,22419,Reverted 1 edit by [[Special:Contributions/68.94.176.134|68.94.176.134]] ([[User talk:68.94.176.134|talk]]) to last revision by ClueBot NG. ([[WP:TW|TW]])
Swordfish,2018,10,10,10,55,22,68.94.176.134,22416,ru gmjhnbytno
Swordfish,2018,10,10,10,54,19,ClueBot NG,22419,"Reverting possible vandalism by [[Special:Contribs/68.94.176.134|68.94.176.134]] to version by Ian Dalziel. [[WP:CBFP|Report False Positive?]] Thanks, [[WP:CBNG|ClueBot NG]]. (3503982) (Bot)"
Swordfish,2018,10,10,10,54,11,68.94.176.134,22421,kygfdskha
Swordfish,2018,10,10,1,47,59,Ian Dalziel,22419,Reverted edits by [[Special:Contribs/2600:1700:1990:57F0:A816:A9F:7814:ACAD|2600:1700:1990:57F0:A816:A9F:7814:ACAD]] ([[User talk:2600:1700:1990:57F0:A816:A9F:7814:ACAD|talk]]) to last version by 67.32.180.140
Swordfish,2018,10,9,21,18,5,2600:1700:1990:57F0:A816:A9F:7814:ACAD,22419,
Swordfish,2018,9,23,14,38,24,67.32.180.140,22419,/* Taxonomy and etymology */
Swordfish,2018,9,10,23,49,36,ClueBot NG,22405,"Reverting possible vandalism by [[Special:Contribs/Katacarry|Katacarry]] to version by Elmidae. [[WP:CBFP|Report False Positive?]] Thanks, [[WP:CBNG|ClueBot NG]]. (3469404) (Bot)"
Swordfish,2018,9,10,23,49,31,Katacarry,19151,Style
Swordfish,2018,9,10,6,26,10,Elmidae,22405,Undid revision 858841975 by [[Special:Contributions/2600:1000:B12E:A195:616A:B7D4:5C0D:10FC|2600:1000:B12E:A195:616A:B7D4:5C0D:10FC]] ([[User talk:2600:1000:B12E:A195:616A:B7D4:5C0D:10FC|talk]]) rv/v
Swordfish,2018,9,10,0,9,32,2600:1000:B12E:A195:616A:B7D4:5C0D:10FC,22441,Added a nickname for he sword fish
Swordfish,2018,9,8,9,2,11,Elmidae,22405,rv good faith
Swordfish,2018,9,7,20,22,49,178.102.174.151,22462,
Swordfish,2018,9,7,20,21,47,178.102.174.151,22438,
Swordfish,2018,9,4,5,35,28,Anomalocaris,22405,"<center>...</center> → <div style=""text-align: center;"">...</div>"
Swordfish,2018,8,14,20,4,49,104.129.196.175,22383,/* Taxonomy and etymology */
Swordfish,2018,8,11,19,16,18,Hmains,22383,standard quote handling in WP;standard Apostrophe/quotation marks in WP; MOS general fixes
Swordfish,2018,6,1,19,55,10,Yintan,22395,Reverted edits by [[Special:Contributions/2601:545:C780:5CE6:9C49:CC42:CD90:3430|2601:545:C780:5CE6:9C49:CC42:CD90:3430]] ([[User talk:2601:545:C780:5CE6:9C49:CC42:CD90:3430|talk]]): Nonconstructive editing ([[WP:HG|HG]]) (3.1.21)
Swordfish,2018,6,1,19,54,16,2601:545:C780:5CE6:9C49:CC42:CD90:3430,23809,/* Description */Added content
Swordfish,2018,6,1,16,7,8,46.227.72.88,22395,r e v e r t
Swordfish,2018,6,1,16,5,49,2601:545:C780:5CE6:9C49:CC42:CD90:3430,24051,"Added content, improved history. Made at least 500% more awesome"
Swordfish,2018,5,10,16,10,29,Tisquesusa,22395,+range map
Swordfish,2018,5,10,6,8,20,Quetzal1964,22321,display_parents
Swordfish,2018,5,10,6,4,45,AnomieBOT,22299,"Rescuing orphaned refs (""fishbase"" from rev 839162506)"
Swordfish,2018,5,10,5,53,47,Quetzal1964,22203,
Swordfish,2018,5,10,5,53,28,Quetzal1964,22202,added synonyms
Swordfish,2018,5,1,17,42,36,Couiros22,21733,
Swordfish,2018,4,16,18,50,16,ClueBot NG,21862,"Reverting possible vandalism by [[Special:Contribs/66.49.23.66|66.49.23.66]] to version by Kku. [[WP:CBFP|Report False Positive?]] Thanks, [[WP:CBNG|ClueBot NG]]. (3349887) (Bot)"
Swordfish,2018,4,16,18,50,4,66.49.23.66,21960,deez nutz
Swordfish,2018,4,16,14,20,17,Kku,21862,link [[overfishing]] using [[:en:User:Edward/Find link|Find link]]
Swordfish,2018,3,27,20,20,30,AlexiusHoratius,21858,Reverted edits by [[Special:Contribs/75.145.15.181|75.145.15.181]] ([[User talk:75.145.15.181|talk]]) to last version by AsceticRose
Swordfish,2018,3,27,14,12,40,75.145.15.181,21877,/* Behavior and ecology */  typo
Swordfish,2018,3,22,3,55,48,AsceticRose,21858,Reverted edits by [[Special:Contributions/67.244.93.22|67.244.93.22]] ([[User talk:67.244.93.22|talk]]) ([[WP:HG|HG]]) (3.3.3)
Swordfish,2018,3,22,3,45,37,67.244.93.22,21859,/* Description */
Swordfish,2018,3,1,17,48,35,Optakeover,21858,Reverted edits by [[Special:Contributions/168.8.244.2|168.8.244.2]] ([[User talk:168.8.244.2|talk]]) ([[WP:HG|HG]]) (3.3.3)
Swordfish,2018,3,1,17,48,17,168.8.244.2,22247,/* Description */
Swordfish,2018,3,1,17,45,44,ClueBot NG,21858,"Reverting possible vandalism by [[Special:Contribs/168.8.244.2|168.8.244.2]] to version by Tom.Reding. [[WP:CBFP|Report False Positive?]] Thanks, [[WP:CBNG|ClueBot NG]]. (3302907) (Bot)"
Swordfish,2018,3,1,17,45,39,168.8.244.2,21770,/* Taxonomy and etymology */
Swordfish,2018,2,17,7,52,44,Tom.Reding,21858,"[[Template talk:Taxonbar#from1|Add from]]=[[d:Special:EntityPage/Q164327|Q164327]] to {{[[Template:Taxonbar|Taxonbar]]}}; [[WP:GenFixes]] on, using [[Project:AWB|AWB]]"
Swordfish,2018,2,1,3,2,28,Cydebot,21845,Robot - Moving category Saltwater fish of Florida to [[:Category:Fish of the Atlantic Ocean]] per [[WP:CFD|CFD]] at [[Wikipedia:Categories for discussion/Log/2018 January 18]].
Swordfish,2018,1,31,19,14,19,Eirikr,21844,/* Taxonomy and etymology */ +reworking to clarify
Swordfish,2018,1,31,19,7,53,Eirikr,21702,/* Taxonomy and etymology */ -mention of Latin: LA ''gladius'' has nothing to do with GRC ''ξίφος''
Swordfish,2018,1,20,9,53,56,Elmidae,21734,"there's a convert template option ""change"" that takes care of it"
Swordfish,2018,1,19,16,31,53,74.120.68.243,21724,/* Description */
Swordfish,2018,1,19,16,31,11,74.120.68.243,21723,/* Description */  Converting °C to °F when referencing a change of units of degrees is different than converting for temperature.
Swordfish,2018,1,14,3,21,25,Beland,21727,new section: Further reading
Swordfish,2018,1,11,15,27,2,Serols,21582,Reverted edits by [[Special:Contributions/165.166.61.131|165.166.61.131]] ([[User talk:165.166.61.131|talk]]) ([[WP:HG|HG]]) (3.3.3)
Swordfish,2018,1,11,15,26,19,165.166.61.131,21650,/* Behavior and ecology */
Swordfish,2018,1,5,4,43,19,Quondum,21582,"clean up; replacing deprecated convert parameter, replaced: disp=flip → order=flip (2) using [[Project:AWB|AWB]]"
Swordfish,2017,12,29,14,25,35,Anthony Appleyard,21580,/* References */ In culture
Swordfish,2017,12,27,22,31,20,Tom.Reding,21454,[[:Category:CS1 maint: Multiple names: authors list|Enum authors]]; ref cleanup; [[WP:GenFixes]] on using [[Project:AWB|AWB]]
Swordfish,2017,12,25,21,53,18,Tom.Reding,21366,"[[WT:TREE#CI2CJ|Convert {{IUCN}} & related refs to {{Cite journal}}]]: 1 {{IUCN2011.2}} [4/4/52% ok]; [[WP:GenFixes]] on, using [[Project:AWB|AWB]]"
Swordfish,2017,12,22,9,6,41,Elmidae,21223,Undid revision 816585425 by [[Special:Contributions/101.229.177.183|101.229.177.183]] ([[User talk:101.229.177.183|talk]]) can't find a 2008 version? (there is a 1992 one though)
Swordfish,2017,12,22,8,54,32,101.229.177.183,21224,
Swordfish,2017,11,28,14,49,55,Pvmoutside,21223,/* External links */
Swordfish,2017,11,6,18,0,47,RN1970,21226,/* Breeding */ better matching approximation in ref
Swordfish,2017,11,6,17,54,27,RN1970,21224,/* Description */ flip value to template (instead of random switching between two forms)
Swordfish,2017,10,23,4,54,41,203.134.137.66,21214,Punctuation corrections
Swordfish,2017,10,17,19,43,44,Dillyh,21210,/* Description */
Swordfish,2017,10,10,22,27,48,Epipelagic,21224,Reverted 1 edit by [[Special:Contributions/Ht2244|Ht2244]] ([[User talk:Ht2244|talk]]) to last revision by Epipelagic. ([[WP:TW|TW]])
Swordfish,2017,10,10,22,22,14,Ht2244,21386,Undid revision 804749274 by [[Special:Contributions/Epipelagic|Epipelagic]] ([[User talk:Epipelagic|talk]])
Swordfish,2017,10,10,22,15,17,Epipelagic,21224,unhelpful and unsourced
Swordfish,2017,10,10,22,9,19,Ht2244,21386,spelling mistake
