item,year,month,day,views
Lettuce,2020,1,8,1000
Lettuce,2020,1,9,974
Lettuce,2020,1,10,1020
Lettuce,2020,1,11,855
Lettuce,2020,1,12,998
Lettuce,2020,1,13,1116
Lettuce,2020,1,14,1072
Lettuce,2020,1,15,1047
Lettuce,2020,1,16,1137
Lettuce,2020,1,17,1006
Lettuce,2020,1,18,882
Lettuce,2020,1,19,941
Lettuce,2020,1,20,1172
Lettuce,2020,1,21,1118
Lettuce,2020,1,22,1132
Lettuce,2020,1,23,1087
Lettuce,2020,1,24,1084
Lettuce,2020,1,25,947
Lettuce,2020,1,26,972
Lettuce,2020,1,27,1063
Lettuce,2020,1,28,1165
Lettuce,2020,1,29,1088
Lettuce,2020,1,30,1097
Lettuce,2020,1,31,950
Lettuce,2020,2,1,866
Lettuce,2020,2,2,893
Lettuce,2020,2,3,1085
Lettuce,2020,2,4,1090
Lettuce,2020,2,5,1090
Lettuce,2020,2,6,1048
Lettuce,2020,2,7,939
Lettuce,2020,2,8,836
Lettuce,2020,2,9,961
Lettuce,2020,2,10,1093
Lettuce,2020,2,11,1060
Lettuce,2020,2,12,1115
Lettuce,2020,2,13,1022
Lettuce,2020,2,14,905
Lettuce,2020,2,15,847
Lettuce,2020,2,16,940
Lettuce,2020,2,17,1024
Lettuce,2020,2,18,1127
Lettuce,2020,2,19,1071
Lettuce,2020,2,20,1115
Lettuce,2020,2,21,947
Lettuce,2020,2,22,944
Lettuce,2020,2,23,1019
Lettuce,2020,2,24,1050
Lettuce,2020,2,25,1119
Lime,2019,12,28,228
Lime,2019,12,29,294
Lime,2019,12,30,274
Lime,2019,12,31,309
Lime,2020,1,1,280
Lime,2020,1,2,321
Lime,2020,1,3,331
Lime,2020,1,4,297
Lime,2020,1,5,284
Lime,2020,1,6,302
Lime,2020,1,7,270
Lime,2020,1,8,359
Lime,2020,1,9,404
Lime,2020,1,10,330
Lime,2020,1,11,260
Lime,2020,1,12,290
Lime,2020,1,13,331
Lime,2020,1,14,270
Lime,2020,1,15,287
Lime,2020,1,16,304
Lime,2020,1,17,278
Lime,2020,1,18,253
Lime,2020,1,19,267
Lime,2020,1,20,270
Lime,2020,1,21,327
Lime,2020,1,22,273
Lime,2020,1,23,296
Lime,2020,1,24,300
Lime,2020,1,25,260
Lime,2020,1,26,238
Lime,2020,1,27,278
Lime,2020,1,28,306
Lime,2020,1,29,297
Lime,2020,1,30,324
Lime,2020,1,31,341
Lime,2020,2,1,309
Lime,2020,2,2,302
Lime,2020,2,3,285
Lime,2020,2,4,295
Lime,2020,2,5,317
Lime,2020,2,6,329
Lime,2020,2,7,347
Lime,2020,2,8,286
Lime,2020,2,9,323
Lime,2020,2,10,340
Lime,2020,2,11,284
Lime,2020,2,12,297
Lime,2020,2,13,288
Lime,2020,2,14,271
Lime,2020,2,15,260
Lime,2020,2,16,299
Lime,2020,2,17,306
Lime,2020,2,18,324
Lime,2020,2,19,356
Lime,2020,2,20,309
Lime,2020,2,21,284
Lime,2020,2,22,287
Lime,2020,2,23,288
Lime,2020,2,24,295
Lime,2020,2,25,286
Lobster,2019,12,28,1398
Lobster,2019,12,29,1431
Lobster,2019,12,30,1345
Lobster,2019,12,31,1589
Lobster,2020,1,1,1754
Lobster,2020,1,2,1583
Lobster,2020,1,3,1513
Lobster,2020,1,4,1346
Lobster,2020,1,5,1560
Lobster,2020,1,6,1403
Lobster,2020,1,7,1478
Lobster,2020,1,8,1433
Lobster,2020,1,9,1489
Lobster,2020,1,10,1469
Lobster,2020,1,11,1373
Lobster,2020,1,12,1391
Lobster,2020,1,13,1394
Lobster,2020,1,14,1449
Lobster,2020,1,15,1644
Lobster,2020,1,16,1601
Lobster,2020,1,17,1402
Lobster,2020,1,18,1412
Lobster,2020,1,19,1392
Lobster,2020,1,20,1341
Lobster,2020,1,21,1556
Lobster,2020,1,22,1395
Lobster,2020,1,23,1435
Lobster,2020,1,24,1302
Lobster,2020,1,25,1375
Lobster,2020,1,26,1357
Lobster,2020,1,27,1427
Lobster,2020,1,28,1423
Lobster,2020,1,29,1420
Lobster,2020,1,30,1373
Lobster,2020,1,31,1352
Lobster,2020,2,1,1468
Lobster,2020,2,2,1507
Lobster,2020,2,3,1441
Lobster,2020,2,4,1596
Lobster,2020,2,5,1370
Lobster,2020,2,6,1400
Lobster,2020,2,7,1419
Lobster,2020,2,8,1477
Lobster,2020,2,9,1729
Lobster,2020,2,10,1418
Lobster,2020,2,11,1461
Lobster,2020,2,12,1467
Lobster,2020,2,13,1490
Lobster,2020,2,14,1722
Lobster,2020,2,15,1627
Lobster,2020,2,16,1679
Lobster,2020,2,17,1492
Lobster,2020,2,18,1361
Lobster,2020,2,19,1528
Lobster,2020,2,20,1543
Lobster,2020,2,21,1492
Lobster,2020,2,22,1426
Lobster,2020,2,23,1529
Lobster,2020,2,24,1631
Lobster,2020,2,25,1513
Milk,2019,12,28,1413
Milk,2019,12,29,1594
Milk,2019,12,30,1604
Milk,2019,12,31,1399
Milk,2020,1,1,1364
Milk,2020,1,2,1702
Milk,2020,1,3,1588
Milk,2020,1,4,1897
Milk,2020,1,5,2393
Milk,2020,1,6,2603
Milk,2020,1,7,2710
Milk,2020,1,8,2661
Milk,2020,1,9,2662
Milk,2020,1,10,2448
Milk,2020,1,11,2094
Milk,2020,1,12,2217
Milk,2020,1,13,2499
Milk,2020,1,14,2517
Milk,2020,1,15,2468
Milk,2020,1,16,2508
Milk,2020,1,17,2437
Milk,2020,1,18,2335
Milk,2020,1,19,2383
Milk,2020,1,20,2495
Milk,2020,1,21,2696
Milk,2020,1,22,2588
Milk,2020,1,23,2639
Milk,2020,1,24,2353
Milk,2020,1,25,2064
Milk,2020,1,26,2464
Milk,2020,1,27,2561
Milk,2020,1,28,2545
Milk,2020,1,29,2529
Milk,2020,1,30,2471
Milk,2020,1,31,2331
Milk,2020,2,1,1913
Milk,2020,2,2,2123
Milk,2020,2,3,2381
Milk,2020,2,4,2589
Milk,2020,2,5,2491
Milk,2020,2,6,2432
Milk,2020,2,7,2350
Milk,2020,2,8,2164
Milk,2020,2,9,2458
Milk,2020,2,10,2870
Milk,2020,2,11,2707
Milk,2020,2,12,2667
Milk,2020,2,13,2664
Milk,2020,2,14,2103
Milk,2020,2,15,2165
Milk,2020,2,16,2379
Milk,2020,2,17,2395
Milk,2020,2,18,2515
Milk,2020,2,19,2406
Milk,2020,2,20,2622
Milk,2020,2,21,2184
Milk,2020,2,22,1934
Milk,2020,2,23,2093
Milk,2020,2,24,2766
Milk,2020,2,25,2434
Mushroom,2019,12,28,1546
Mushroom,2019,12,29,1577
Mushroom,2019,12,30,1550
Mushroom,2019,12,31,2566
Mushroom,2020,1,1,1524
Mushroom,2020,1,2,1681
Mushroom,2020,1,3,2464
Mushroom,2020,1,4,1762
Mushroom,2020,1,5,1786
Mushroom,2020,1,6,1800
Mushroom,2020,1,7,2383
Mushroom,2020,1,8,1886
Mushroom,2020,1,9,1869
Mushroom,2020,1,10,1777
Mushroom,2020,1,11,1832
Mushroom,2020,1,12,1850
Mushroom,2020,1,13,1913
Mushroom,2020,1,14,1896
Mushroom,2020,1,15,1926
Mushroom,2020,1,16,1867
Mushroom,2020,1,17,1749
Mushroom,2020,1,18,1721
Mushroom,2020,1,19,1899
Mushroom,2020,1,20,1972
Mushroom,2020,1,21,2170
Mushroom,2020,1,22,1879
Mushroom,2020,1,23,2959
Mushroom,2020,1,24,1735
Mushroom,2020,1,25,1627
Mushroom,2020,1,26,1682
Mushroom,2020,1,27,2062
Mushroom,2020,1,28,2283
Mushroom,2020,1,29,1984
Mushroom,2020,1,30,1934
Mushroom,2020,1,31,1866
Mushroom,2020,2,1,1674
Mushroom,2020,2,2,1680
Mushroom,2020,2,3,2090
Mushroom,2020,2,4,1961
Mushroom,2020,2,5,1867
Mushroom,2020,2,6,1755
Mushroom,2020,2,7,1760
Mushroom,2020,2,8,1606
Mushroom,2020,2,9,1761
Mushroom,2020,2,10,1921
Mushroom,2020,2,11,1957
Mushroom,2020,2,12,1912
Mushroom,2020,2,13,2071
Mushroom,2020,2,14,1638
Mushroom,2020,2,15,1800
Mushroom,2020,2,16,1944
Mushroom,2020,2,17,1796
Mushroom,2020,2,18,1900
Mushroom,2020,2,19,1969
Mushroom,2020,2,20,1805
Mushroom,2020,2,21,1626
Mushroom,2020,2,22,1685
Mushroom,2020,2,23,1874
Mushroom,2020,2,24,2044
Mushroom,2020,2,25,1985
Oat,2019,12,28,1322
Oat,2019,12,29,1447
Oat,2019,12,30,1415
Oat,2019,12,31,1264
Oat,2020,1,1,1225
Oat,2020,1,2,1623
Oat,2020,1,3,1522
Oat,2020,1,4,1623
Oat,2020,1,5,1698
Oat,2020,1,6,1728
Oat,2020,1,7,1803
Oat,2020,1,8,1795
Oat,2020,1,9,1907
Oat,2020,1,10,1796
Oat,2020,1,11,1682
Oat,2020,1,12,1895
Oat,2020,1,13,1788
Oat,2020,1,14,1735
Oat,2020,1,15,1745
Oat,2020,1,16,1812
Oat,2020,1,17,1606
Oat,2020,1,18,1740
Oat,2020,1,19,1869
Oat,2020,1,20,1982
Oat,2020,1,21,1912
Oat,2020,1,22,1860
Oat,2020,1,23,1811
Oat,2020,1,24,1766
Oat,2020,1,25,1755
Oat,2020,1,26,1827
Oat,2020,1,27,1838
Oat,2020,1,28,1822
Oat,2020,1,29,1970
Oat,2020,1,30,1790
Oat,2020,1,31,1712
Oat,2020,2,1,1620
Oat,2020,2,2,1744
Oat,2020,2,3,1732
Oat,2020,2,4,1771
Oat,2020,2,5,1854
Oat,2020,2,6,1765
Oat,2020,2,7,1835
Oat,2020,2,8,1554
Oat,2020,2,9,1807
Oat,2020,2,10,1869
Oat,2020,2,11,1801
Oat,2020,2,12,1729
Oat,2020,2,13,1624
Oat,2020,2,14,1562
Oat,2020,2,15,1437
Oat,2020,2,16,1709
Oat,2020,2,17,1881
Oat,2020,2,18,1847
Oat,2020,2,19,1968
Oat,2020,2,20,1885
Oat,2020,2,21,1757
Oat,2020,2,22,1828
Oat,2020,2,23,1796
Oat,2020,2,24,1807
Oat,2020,2,25,1788
Onion,2019,12,28,1575
Onion,2019,12,29,1564
Onion,2019,12,30,1594
Onion,2019,12,31,1420
Onion,2020,1,1,1454
Onion,2020,1,2,1739
Onion,2020,1,3,1742
Onion,2020,1,4,1783
Onion,2020,1,5,2116
Onion,2020,1,6,1910
Onion,2020,1,7,1914
Onion,2020,1,8,1946
Onion,2020,1,9,2042
Onion,2020,1,10,1811
Onion,2020,1,11,1646
Onion,2020,1,12,1914
Onion,2020,1,13,1882
Onion,2020,1,14,1833
Onion,2020,1,15,1795
Onion,2020,1,16,1778
Onion,2020,1,17,1765
Onion,2020,1,18,1660
Onion,2020,1,19,1987
Onion,2020,1,20,1994
Onion,2020,1,21,2025
Onion,2020,1,22,1923
Onion,2020,1,23,2050
Onion,2020,1,24,1682
Onion,2020,1,25,1655
Onion,2020,1,26,1759
Onion,2020,1,27,2026
Onion,2020,1,28,1859
Onion,2020,1,29,1947
Onion,2020,1,30,2034
Onion,2020,1,31,1828
Onion,2020,2,1,1659
Onion,2020,2,2,1913
Onion,2020,2,3,1929
Onion,2020,2,4,2533
Onion,2020,2,5,2302
Onion,2020,2,6,2150
Onion,2020,2,7,1827
Onion,2020,2,8,1805
Onion,2020,2,9,1875
Onion,2020,2,10,2109
Onion,2020,2,11,1988
Onion,2020,2,12,1940
Onion,2020,2,13,1814
Onion,2020,2,14,1603
Onion,2020,2,15,1510
Onion,2020,2,16,1739
Onion,2020,2,17,1762
Onion,2020,2,18,1797
Onion,2020,2,19,1781
Onion,2020,2,20,1686
Onion,2020,2,21,1698
Onion,2020,2,22,1562
Onion,2020,2,23,1788
Onion,2020,2,24,2288
Onion,2020,2,25,1867
Orange,2019,12,28,1934
Orange,2019,12,29,1880
Orange,2019,12,30,1972
Orange,2019,12,31,1818
Orange,2020,1,1,1771
Orange,2020,1,2,1989
Orange,2020,1,3,2006
Orange,2020,1,4,1971
Orange,2020,1,5,2100
Orange,2020,1,6,2178
Orange,2020,1,7,2415
Orange,2020,1,8,2357
Orange,2020,1,9,2384
Orange,2020,1,10,2302
Orange,2020,1,11,2028
Orange,2020,1,12,2235
Orange,2020,1,13,2358
Orange,2020,1,14,2469
Orange,2020,1,15,2441
Orange,2020,1,16,2458
Orange,2020,1,17,2334
Orange,2020,1,18,2064
Orange,2020,1,19,2172
Orange,2020,1,20,2342
Orange,2020,1,21,2657
Orange,2020,1,22,2554
Orange,2020,1,23,2638
Orange,2020,1,24,2337
Orange,2020,1,25,2054
Orange,2020,1,26,2177
Orange,2020,1,27,2529
Orange,2020,1,28,2584
Orange,2020,1,29,2502
Orange,2020,1,30,2407
Orange,2020,1,31,2310
Orange,2020,2,1,2003
Orange,2020,2,2,2245
Orange,2020,2,3,2445
Orange,2020,2,4,2516
Orange,2020,2,5,2520
Orange,2020,2,6,2455
Orange,2020,2,7,2464
Orange,2020,2,8,2164
Orange,2020,2,9,2838
Orange,2020,2,10,4894
Orange,2020,2,11,2596
Orange,2020,2,12,2642
Orange,2020,2,13,2651
Orange,2020,2,14,2325
Orange,2020,2,15,2066
Orange,2020,2,16,2184
Orange,2020,2,17,2464
Orange,2020,2,18,2525
Orange,2020,2,19,2438
Orange,2020,2,20,2561
Orange,2020,2,21,2139
Orange,2020,2,22,2021
Orange,2020,2,23,2154
Orange,2020,2,24,2395
Orange,2020,2,25,2595
Oyster,2019,12,28,1294
Oyster,2019,12,29,1402
Oyster,2019,12,30,1278
Oyster,2019,12,31,1442
Oyster,2020,1,1,1372
Oyster,2020,1,2,1421
Oyster,2020,1,3,1343
Oyster,2020,1,4,1235
Oyster,2020,1,5,1375
Oyster,2020,1,6,1343
Oyster,2020,1,7,1242
Oyster,2020,1,8,1402
Oyster,2020,1,9,1463
Oyster,2020,1,10,1438
Oyster,2020,1,11,1300
Oyster,2020,1,12,1476
Oyster,2020,1,13,1318
Oyster,2020,1,14,1168
Oyster,2020,1,15,1319
Oyster,2020,1,16,1360
Oyster,2020,1,17,1265
Oyster,2020,1,18,1351
Oyster,2020,1,19,1350
Oyster,2020,1,20,1252
Oyster,2020,1,21,1288
Oyster,2020,1,22,1249
Oyster,2020,1,23,1245
Oyster,2020,1,24,1374
Oyster,2020,1,25,6158
Oyster,2020,1,26,2029
Oyster,2020,1,27,1276
Oyster,2020,1,28,1309
Oyster,2020,1,29,1218
Oyster,2020,1,30,1160
Oyster,2020,1,31,1194
Oyster,2020,2,1,1182
Oyster,2020,2,2,1368
Oyster,2020,2,3,1154
Oyster,2020,2,4,1213
Oyster,2020,2,5,1220
Oyster,2020,2,6,1155
Oyster,2020,2,7,1133
Oyster,2020,2,8,1202
Oyster,2020,2,9,1323
Oyster,2020,2,10,1255
Oyster,2020,2,11,1201
Oyster,2020,2,12,1202
Oyster,2020,2,13,1183
Oyster,2020,2,14,1185
Oyster,2020,2,15,1308
Oyster,2020,2,16,1521
Oyster,2020,2,17,1349
Oyster,2020,2,18,1204
Oyster,2020,2,19,1181
Oyster,2020,2,20,1199
Oyster,2020,2,21,1186
Oyster,2020,2,22,1214
Oyster,2020,2,23,1318
Oyster,2020,2,24,1288
Oyster,2020,2,25,1315
Peach,2019,12,28,728
Peach,2019,12,29,732
Peach,2019,12,30,702
Peach,2019,12,31,652
Peach,2020,1,1,681
Peach,2020,1,2,761
Peach,2020,1,3,756
Peach,2020,1,4,741
Peach,2020,1,5,767
Peach,2020,1,6,747
Peach,2020,1,7,878
Peach,2020,1,8,798
Peach,2020,1,9,771
Peach,2020,1,10,759
Peach,2020,1,11,701
Peach,2020,1,12,732
Peach,2020,1,13,812
Peach,2020,1,14,783
Peach,2020,1,15,920
Peach,2020,1,16,923
Peach,2020,1,17,901
Peach,2020,1,18,831
Peach,2020,1,19,913
Peach,2020,1,20,969
Peach,2020,1,21,952
Peach,2020,1,22,997
Peach,2020,1,23,1002
Peach,2020,1,24,908
Peach,2020,1,25,875
Peach,2020,1,26,853
Peach,2020,1,27,910
Peach,2020,1,28,982
Peach,2020,1,29,992
Peach,2020,1,30,823
Peach,2020,1,31,847
Peach,2020,2,1,834
Peach,2020,2,2,860
Peach,2020,2,3,825
Peach,2020,2,4,849
Peach,2020,2,5,846
Peach,2020,2,6,868
Peach,2020,2,7,836
Peach,2020,2,8,794
Peach,2020,2,9,920
Peach,2020,2,10,977
Peach,2020,2,11,925
Peach,2020,2,12,912
Peach,2020,2,13,899
Peach,2020,2,14,936
Peach,2020,2,15,793
Peach,2020,2,16,935
Peach,2020,2,17,1001
Peach,2020,2,18,940
Peach,2020,2,19,925
Peach,2020,2,20,968
Peach,2020,2,21,853
Peach,2020,2,22,844
Peach,2020,2,23,855
Peach,2020,2,24,906
Peach,2020,2,25,879
Pear,2019,12,28,587
Pear,2019,12,29,592
Pear,2019,12,30,619
Pear,2019,12,31,614
Pear,2020,1,1,555
Pear,2020,1,2,713
Pear,2020,1,3,714
Pear,2020,1,4,628
Pear,2020,1,5,727
Pear,2020,1,6,719
Pear,2020,1,7,698
Pear,2020,1,8,656
Pear,2020,1,9,736
Pear,2020,1,10,702
Pear,2020,1,11,616
Pear,2020,1,12,668
Pear,2020,1,13,723
Pear,2020,1,14,760
Pear,2020,1,15,813
Pear,2020,1,16,681
Pear,2020,1,17,673
Pear,2020,1,18,609
Pear,2020,1,19,706
Pear,2020,1,20,713
Pear,2020,1,21,825
Pear,2020,1,22,678
Pear,2020,1,23,731
Pear,2020,1,24,643
Pear,2020,1,25,591
Pear,2020,1,26,650
Pear,2020,1,27,751
Pear,2020,1,28,813
Pear,2020,1,29,705
Pear,2020,1,30,736
Pear,2020,1,31,630
Pear,2020,2,1,578
Pear,2020,2,2,755
Pear,2020,2,3,694
Pear,2020,2,4,712
Pear,2020,2,5,827
Pear,2020,2,6,744
Pear,2020,2,7,789
Pear,2020,2,8,658
Pear,2020,2,9,768
Pear,2020,2,10,765
Pear,2020,2,11,746
Pear,2020,2,12,820
Pear,2020,2,13,749
Pear,2020,2,14,671
Pear,2020,2,15,542
Pear,2020,2,16,713
Pear,2020,2,17,720
Pear,2020,2,18,799
Pear,2020,2,19,792
Pear,2020,2,20,734
Pear,2020,2,21,679
Pear,2020,2,22,632
Pear,2020,2,23,651
Pear,2020,2,24,745
Pear,2020,2,25,804
Penne,2019,12,28,257
Penne,2019,12,29,266
Penne,2019,12,30,272
Penne,2019,12,31,237
Penne,2020,1,1,234
Penne,2020,1,2,296
Penne,2020,1,3,265
Penne,2020,1,4,294
Penne,2020,1,5,262
Penne,2020,1,6,280
Penne,2020,1,7,286
Penne,2020,1,8,264
Penne,2020,1,9,269
Penne,2020,1,10,255
Penne,2020,1,11,252
Penne,2020,1,12,244
Penne,2020,1,13,261
Penne,2020,1,14,268
Penne,2020,1,15,267
Penne,2020,1,16,336
Penne,2020,1,17,261
Penne,2020,1,18,299
Penne,2020,1,19,298
Penne,2020,1,20,298
Penne,2020,1,21,273
Penne,2020,1,22,251
Penne,2020,1,23,312
Penne,2020,1,24,279
Penne,2020,1,25,258
Penne,2020,1,26,298
Penne,2020,1,27,286
Penne,2020,1,28,283
Penne,2020,1,29,278
Penne,2020,1,30,284
Penne,2020,1,31,238
Penne,2020,2,1,223
Penne,2020,2,2,240
Penne,2020,2,3,194
Penne,2020,2,4,210
Penne,2020,2,5,226
Penne,2020,2,6,205
Penne,2020,2,7,197
Penne,2020,2,8,199
Penne,2020,2,9,286
Penne,2020,2,10,244
Penne,2020,2,11,222
Penne,2020,2,12,202
Penne,2020,2,13,209
Penne,2020,2,14,252
Penne,2020,2,15,198
Penne,2020,2,16,217
Penne,2020,2,17,257
Penne,2020,2,18,263
Penne,2020,2,19,257
Penne,2020,2,20,246
Penne,2020,2,21,228
Penne,2020,2,22,212
Penne,2020,2,23,251
Penne,2020,2,24,323
Penne,2020,2,25,305
Pineapple,2019,12,28,2012
Pineapple,2019,12,29,1954
Pineapple,2019,12,30,1994
Pineapple,2019,12,31,1956
Pineapple,2020,1,1,1938
Pineapple,2020,1,2,2023
Pineapple,2020,1,3,2092
Pineapple,2020,1,4,2057
Pineapple,2020,1,5,2149
Pineapple,2020,1,6,2066
Pineapple,2020,1,7,2253
Pineapple,2020,1,8,2194
Pineapple,2020,1,9,2409
Pineapple,2020,1,10,2345
Pineapple,2020,1,11,2230
Pineapple,2020,1,12,2189
Pineapple,2020,1,13,2635
Pineapple,2020,1,14,2257
Pineapple,2020,1,15,2191
Pineapple,2020,1,16,2234
Pineapple,2020,1,17,2230
Pineapple,2020,1,18,2203
Pineapple,2020,1,19,2324
Pineapple,2020,1,20,2311
Pineapple,2020,1,21,2460
Pineapple,2020,1,22,2306
Pineapple,2020,1,23,2318
Pineapple,2020,1,24,2125
Pineapple,2020,1,25,2081
Pineapple,2020,1,26,2134
Pineapple,2020,1,27,2161
Pineapple,2020,1,28,2297
Pineapple,2020,1,29,2058
Pineapple,2020,1,30,2079
Pineapple,2020,1,31,1946
Pineapple,2020,2,1,1901
Pineapple,2020,2,2,1996
Pineapple,2020,2,3,2073
Pineapple,2020,2,4,2145
Pineapple,2020,2,5,2089
Pineapple,2020,2,6,2105
Pineapple,2020,2,7,1978
Pineapple,2020,2,8,1860
Pineapple,2020,2,9,2139
Pineapple,2020,2,10,2261
Pineapple,2020,2,11,2082
Pineapple,2020,2,12,2149
Pineapple,2020,2,13,2128
Pineapple,2020,2,14,2008
Pineapple,2020,2,15,1825
Pineapple,2020,2,16,2129
Pineapple,2020,2,17,2430
Pineapple,2020,2,18,2262
Pineapple,2020,2,19,2414
Pineapple,2020,2,20,2453
Pineapple,2020,2,21,2120
Pineapple,2020,2,22,1959
Pineapple,2020,2,23,2191
Pineapple,2020,2,24,2410
Pineapple,2020,2,25,2417
Plum,2019,12,28,685
Plum,2019,12,29,684
Plum,2019,12,30,669
Plum,2019,12,31,662
Plum,2020,1,1,650
Plum,2020,1,2,679
Plum,2020,1,3,689
Plum,2020,1,4,666
Plum,2020,1,5,688
Plum,2020,1,6,719
Plum,2020,1,7,721
Plum,2020,1,8,704
Plum,2020,1,9,735
Plum,2020,1,10,960
Plum,2020,1,11,801
Plum,2020,1,12,741
Plum,2020,1,13,716
Plum,2020,1,14,832
Plum,2020,1,15,763
Plum,2020,1,16,759
Plum,2020,1,17,717
Plum,2020,1,18,733
Plum,2020,1,19,784
Plum,2020,1,20,805
Plum,2020,1,21,867
Plum,2020,1,22,848
Plum,2020,1,23,757
Plum,2020,1,24,765
Plum,2020,1,25,747
Plum,2020,1,26,734
Plum,2020,1,27,865
Plum,2020,1,28,779
Plum,2020,1,29,713
Plum,2020,1,30,722
Plum,2020,1,31,637
Plum,2020,2,1,673
Plum,2020,2,2,710
Plum,2020,2,3,750
Plum,2020,2,4,745
Plum,2020,2,5,771
Plum,2020,2,6,813
Plum,2020,2,7,766
Plum,2020,2,8,703
Plum,2020,2,9,758
Plum,2020,2,10,909
Plum,2020,2,11,809
Plum,2020,2,12,856
Plum,2020,2,13,769
Plum,2020,2,14,671
Plum,2020,2,15,735
Plum,2020,2,16,789
Plum,2020,2,17,847
Plum,2020,2,18,876
Plum,2020,2,19,812
Plum,2020,2,20,779
Plum,2020,2,21,734
Plum,2020,2,22,751
Plum,2020,2,23,890
Plum,2020,2,24,815
Plum,2020,2,25,852
Pork,2019,12,28,807
Pork,2019,12,29,825
Pork,2019,12,30,883
Pork,2019,12,31,826
Pork,2020,1,1,849
Pork,2020,1,2,864
Pork,2020,1,3,911
Pork,2020,1,4,851
Pork,2020,1,5,888
Pork,2020,1,6,894
Pork,2020,1,7,947
Pork,2020,1,8,861
Pork,2020,1,9,853
Pork,2020,1,10,889
Pork,2020,1,11,845
Pork,2020,1,12,939
Pork,2020,1,13,908
Pork,2020,1,14,1023
Pork,2020,1,15,973
Pork,2020,1,16,936
Pork,2020,1,17,890
Pork,2020,1,18,832
Pork,2020,1,19,939
Pork,2020,1,20,959
Pork,2020,1,21,967
Pork,2020,1,22,975
Pork,2020,1,23,918
Pork,2020,1,24,891
Pork,2020,1,25,837
Pork,2020,1,26,912
Pork,2020,1,27,1009
Pork,2020,1,28,942
Pork,2020,1,29,1120
Pork,2020,1,30,921
Pork,2020,1,31,870
Pork,2020,2,1,918
Pork,2020,2,2,967
Pork,2020,2,3,932
Pork,2020,2,4,1010
Pork,2020,2,5,1125
Pork,2020,2,6,977
Pork,2020,2,7,835
Pork,2020,2,8,806
Pork,2020,2,9,965
Pork,2020,2,10,910
Pork,2020,2,11,883
Pork,2020,2,12,884
Pork,2020,2,13,901
Pork,2020,2,14,834
Pork,2020,2,15,762
Pork,2020,2,16,884
Pork,2020,2,17,944
Pork,2020,2,18,905
Pork,2020,2,19,894
Pork,2020,2,20,835
Pork,2020,2,21,882
Pork,2020,2,22,823
Pork,2020,2,23,860
Pork,2020,2,24,942
Pork,2020,2,25,926
Quinoa,2019,12,28,2047
Quinoa,2019,12,29,2755
Quinoa,2019,12,30,2656
Quinoa,2019,12,31,2425
Quinoa,2020,1,1,2630
Quinoa,2020,1,2,3336
Quinoa,2020,1,3,3343
Quinoa,2020,1,4,3471
Quinoa,2020,1,5,3672
Quinoa,2020,1,6,3854
Quinoa,2020,1,7,3894
Quinoa,2020,1,8,3841
Quinoa,2020,1,9,3777
Quinoa,2020,1,10,3593
Quinoa,2020,1,11,3661
Quinoa,2020,1,12,3714
Quinoa,2020,1,13,4061
Quinoa,2020,1,14,3951
Quinoa,2020,1,15,3705
Quinoa,2020,1,16,3711
Quinoa,2020,1,17,3601
Quinoa,2020,1,18,3506
Quinoa,2020,1,19,3593
Quinoa,2020,1,20,3758
Quinoa,2020,1,21,4105
Quinoa,2020,1,22,3832
Quinoa,2020,1,23,3544
Quinoa,2020,1,24,3358
Quinoa,2020,1,25,3275
Quinoa,2020,1,26,3524
Quinoa,2020,1,27,3659
Quinoa,2020,1,28,3678
Quinoa,2020,1,29,3655
Quinoa,2020,1,30,3496
Quinoa,2020,1,31,3104
Quinoa,2020,2,1,3050
Quinoa,2020,2,2,3210
Quinoa,2020,2,3,3028
Quinoa,2020,2,4,3439
Quinoa,2020,2,5,3381
Quinoa,2020,2,6,3442
Quinoa,2020,2,7,3213
Quinoa,2020,2,8,3317
Quinoa,2020,2,9,3731
Quinoa,2020,2,10,3951
Quinoa,2020,2,11,3666
Quinoa,2020,2,12,3470
Quinoa,2020,2,13,3404
Quinoa,2020,2,14,2955
Quinoa,2020,2,15,3005
Quinoa,2020,2,16,3421
Quinoa,2020,2,17,3655
Quinoa,2020,2,18,3613
Quinoa,2020,2,19,3581
Quinoa,2020,2,20,3419
Quinoa,2020,2,21,3179
Quinoa,2020,2,22,3990
Quinoa,2020,2,23,3531
Quinoa,2020,2,24,3618
Quinoa,2020,2,25,3564
Brown Rice,2019,12,28,520
Brown Rice,2019,12,29,504
Brown Rice,2019,12,30,502
Brown Rice,2019,12,31,447
Brown Rice,2020,1,1,501
Brown Rice,2020,1,2,638
Brown Rice,2020,1,3,630
Brown Rice,2020,1,4,635
Brown Rice,2020,1,5,710
Brown Rice,2020,1,6,691
Brown Rice,2020,1,7,731
Brown Rice,2020,1,8,718
Brown Rice,2020,1,9,667
Brown Rice,2020,1,10,679
Brown Rice,2020,1,11,641
Brown Rice,2020,1,12,735
Brown Rice,2020,1,13,717
Brown Rice,2020,1,14,689
Brown Rice,2020,1,15,651
Brown Rice,2020,1,16,722
Brown Rice,2020,1,17,604
Brown Rice,2020,1,18,624
Brown Rice,2020,1,19,628
Brown Rice,2020,1,20,720
Brown Rice,2020,1,21,694
Brown Rice,2020,1,22,721
Brown Rice,2020,1,23,674
Brown Rice,2020,1,24,640
Brown Rice,2020,1,25,613
Brown Rice,2020,1,26,667
Brown Rice,2020,1,27,737
