fips,population,pop_change_2018,unemployment_rate,median_hh_income,pct_below_povert,feb_temp_avg,aug_temp_avg,prc_bachelors,physicians_per_pop
18177,65936,-242,3.6,45130,23.3,0.3,22.2,18.2,230.8
18179,28206,192,2.8,60010,12,-1.4,21.3,18.1,230.8
18181,24133,-32,3.1,58380,13.6,-2.1,21.6,16.8,230.8
18183,34074,297,2.9,67758,9.5,-2.4,21.3,20.9,230.8
19001,7063,10,2.4,54282,13,-9,20.9,15.4,218.2
19003,3645,-18,1.9,51577,20.3,-8.6,21.6,17.7,218.2
19005,13832,28,3.1,53359,18.1,-9.3,20.1,18.5,218.2
19007,12437,74,3.3,44298,22.5,-5.9,22,17.1,218.2
19009,5506,-60,2.4,51210,18.1,-9.8,20.7,14.6,218.2
19011,25642,9,2.7,62799,9,-9.7,20.2,22.6,218.2
19013,132408,-1,2.8,52320,18.8,-9.9,20.4,28.6,218.2
19015,26346,-130,2.1,63099,9.8,-9.6,20.9,24.8,218.2
19017,24947,125,2,74646,6.4,-10.1,20.2,30.3,218.2
19019,21199,43,2.6,59724,15,-9.9,19.8,20.6,218.2
19021,19874,-228,2.1,52683,13.6,-11.3,20.4,19.6,218.2
19023,14539,-43,2.7,57971,11.4,-10.2,20.3,17.5,218.2
19025,9699,-50,2.5,54865,14.7,-11,20.4,19.5,218.2
19027,20154,-119,1.9,60531,9.4,-10.3,20.7,22.2,218.2
19029,12930,-196,2.7,50356,17.6,-8.9,21.4,19.6,218.2
19031,18627,76,2.4,67597,9.5,-7.4,21,23,218.2
19033,42647,-350,2.6,51939,13.3,-11.1,19.8,22.7,218.2
19035,11321,-9,2.2,56312,11.4,-11.3,20.3,21.4,218.2
19037,11964,-72,2.7,64190,11.9,-10.6,19.5,16.9,218.2
19039,9423,92,2.8,52541,16.1,-7.9,21.9,16.9,218.2
19041,16134,-19,3.2,56338,12.6,-11.9,20.5,22.6,218.2
19043,17556,-94,3.2,53968,13.2,-9.3,19.9,17.2,218.2
19045,46518,-384,3.2,51317,16.8,-6.7,21.3,19.1,218.2
19047,17158,39,3.4,54828,16.4,-10.1,20.8,12.8,218.2
19049,90180,2965,1.7,87267,5.4,-9,21.4,49.4,218.2
19051,9017,26,2.7,54830,18.9,-5.4,22,20.5,218.2
19053,7890,-53,2.2,41101,25.6,-6.8,22.2,23.5,218.2
19055,17069,-89,2.1,61342,11.9,-8.9,19.9,16.6,218.2
19057,39138,-182,3.3,51805,19.8,-5,22.3,20.5,218.2
19059,17153,-20,3.2,55603,9.3,-12.9,20.2,31.3,218.2
19061,96854,-155,2.4,60367,12.1,-8.1,20.3,30.5,218.2
19063,9253,-161,2.7,51497,16.6,-12.8,19.8,20.2,218.2
19065,19660,-48,3,50893,16.4,-10.1,19.6,19.8,218.2
19067,15761,0,2.7,53811,17,-10.7,19.9,19.9,218.2
19069,10124,-35,2.1,59367,16,-10.7,20.1,17.7,218.2
19071,6993,41,1.9,54658,16.4,-7.7,22.9,19.3,218.2
19073,8981,12,2.3,51861,17.2,-10,20.7,20.1,218.2
19075,12304,-18,2.5,65060,8.9,-9.9,20.3,28,218.2
19077,10720,53,2.6,60306,14,-9.5,21.1,19.8,218.2
19079,14952,-117,2.7,56738,11.8,-10.4,20.1,24.3,218.2
19081,10712,-61,2.3,60859,11.2,-11.8,20.2,23.1,218.2
19083,16868,-139,2.8,55303,14.9,-10.1,20.4,19.8,218.2
19085,14134,5,2.2,60044,12.8,-9.7,21.9,18.8,218.2
19087,20067,7,2.5,55856,13.9,-6.4,21.6,20.1,218.2
19089,9187,-32,2.5,53500,13.8,-11.2,19.2,14.9,218.2
19091,9547,-31,2.5,60166,12.7,-11.5,19.9,20.8,218.2
19093,6841,-15,2,60312,12.6,-10.6,20.6,19,218.2
19095,16141,23,2.1,64188,8.1,-8,21.1,19.1,218.2
19097,19432,64,2.8,54663,15.1,-7.2,20.9,18.8,218.2
19099,37147,162,2.6,60378,11.2,-8.4,21.3,17.9,218.2
19101,18381,148,2.4,46715,19.9,-6.8,21.3,31.6,218.2
19103,151260,2047,1.9,64387,13.7,-7.5,21.1,53,218.2
19105,20744,60,3,55405,13.3,-7.5,20.7,18.4,218.2
19107,10225,76,2.9,52122,18.1,-7.4,21.4,18.2,218.2
19109,14908,-62,2,55486,12.1,-12.6,20.1,18.3,218.2
19111,34055,-188,4,48241,21.5,-4.7,22.4,15.7,218.2
19113,225909,1632,2.8,64878,11.4,-8.7,20.6,33,218.2
19115,11169,-34,2.6,49585,13.8,-6.1,21.9,14.2,218.2
19117,8645,95,2,49956,24.1,-7.5,21.7,17,218.2
19119,11811,14,1.5,69048,9.5,-12.4,20.3,21.4,218.2
19121,16249,219,3.2,74794,7.8,-8.7,21.4,23.9,218.2
19123,22000,-197,2.5,56492,15.5,-7.4,21.5,22.3,218.2
19125,33407,302,2,63491,9.8,-7.9,21.5,26.4,218.2
19127,39981,-167,4.4,59552,14.6,-9.2,20.7,19,218.2
19129,15063,10,2.1,64271,10.5,-8.3,22.7,23.7,218.2
19131,10569,-1,1.9,59558,12.3,-11.5,19.5,17.7,218.2
19133,8679,-67,2.8,50530,18.5,-9.9,21.4,16.7,218.2
19135,7790,-25,2.9,56541,16.6,-6.8,21.7,16.6,218.2
19137,10003,-108,2.4,49966,21.9,-8.4,22.3,17.5,218.2
19139,42929,37,2.6,58465,16,-6.6,21.7,22,218.2
19141,13840,28,2,53147,10.5,-12.1,20.3,19.9,218.2
19143,6040,1,1.9,60627,13.3,-12.9,20.1,18.1,218.2
19145,15249,-14,2.5,54313,19.5,-7.7,22.7,21.3,218.2
19147,8929,-130,2.2,55322,14.1,-12.3,20.2,25,218.2
19149,25095,4,1.9,66360,9.4,-11.1,20.8,21,218.2
19151,6740,-100,1.8,55865,17.5,-11.7,20.1,14.7,218.2
19153,487204,6118,2.5,68479,11.7,-8.4,21.6,36.1,218.2
19155,93533,23,2.3,56337,15.1,-9,22.3,21.2,218.2
19157,18699,136,2.3,56170,12.3,-8.6,21.1,25.1,218.2
19159,4968,-61,2.8,48754,23.1,-7.4,22.1,20.6,218.2
19161,9719,-77,2.4,56698,14.6,-10.7,20.7,20.6,218.2
19163,173283,591,3,59865,17.8,-5.9,21.8,31.9,218.2
19165,11578,1,2,58862,9.9,-9.8,21.2,20.8,218.2
19167,34909,68,1.8,70162,7.2,-11.8,20.6,28.1,218.2
19169,98105,845,1.6,57464,8.3,-9.3,20.9,51.1,218.2
19171,16904,-151,3,56954,15.2,-9.5,20.4,16.1,218.2
19173,6191,43,2,47781,15.6,-7.7,22.2,14.9,218.2
19175,12359,-122,3.5,49887,17.7,-8.4,21.5,17.2,218.2
19177,7020,-144,2.7,47905,20.9,-5.8,21.6,14.1,218.2
19179,35205,98,3.4,48226,19.8,-6.2,21.8,18,218.2
19181,51056,954,2.3,78192,7.2,-8.3,21.8,31.7,218.2
19183,22141,-116,2.3,65849,11.6,-7.1,21.4,21.5,218.2
19185,6401,-85,2.7,46725,22.2,-6.6,21.8,13,218.2
19187,36277,-366,3.3,52093,18.5,-10.7,20.1,19.6,218.2
19189,10518,-70,2.6,54433,13.5,-12.4,19.7,22.4,218.2
19191,20029,-102,2.7,61807,9.9,-10.5,19.5,29.7,218.2
19193,102539,487,2.5,60059,19.8,-10.3,21.1,23,218.2
19195,7453,-8,2.7,58587,15.4,-12.1,19.4,15.5,218.2
19197,12690,-59,2.6,54802,17,-11.1,19.9,17.7,218.2
20001,12444,-74,4,44423,26.8,0.1,24.7,20.4,227.6
20003,7878,18,3.5,50646,16.7,-1,24.6,17.5,227.6
20005,16193,-108,4.6,49332,18.3,-3.9,23.9,21.9,227.6
20007,4472,-111,2.6,47634,19.9,0.3,26.7,18.3,227.6
20009,26111,-321,3.3,49991,18.9,-3.3,25,18.4,227.6
20011,14653,-23,4.2,41807,22.5,0.5,24.7,20.6,227.6
20013,9598,-14,3,47529,19.7,-5.1,23.7,21.8,227.6
20015,66765,-71,3.5,65953,11.8,-0.2,25.4,29,227.6
20017,2629,-29,2.6,50981,12.8,-2,24.6,21.6,227.6
20019,3309,-19,4,41129,26.8,1.4,25.5,16.8,227.6
20021,20015,-99,3.8,44475,22.5,2.6,25.4,19.1,227.6
20023,2660,-30,2.4,43274,20,-4.4,23.7,26.3,227.6
20025,2005,6,2.4,51235,19.5,0.2,27.3,31.5,227.6
20027,7997,-19,3.2,52681,16.8,-4,24.6,27.2,227.6
20029,8729,-215,3.5,44467,18.4,-4.7,24.4,22.5,227.6
20031,8233,5,4.8,58371,14.8,-1.1,24.3,22.9,227.6
20033,1748,-19,2.5,46818,14.6,0.2,27.1,18.6,227.6
20035,35218,-138,3.4,47864,21.6,1.1,25.5,20.1,227.6
20037,39019,-12,4,43852,21.4,1.4,25.1,29.5,227.6
20039,2871,-7,3,44774,21,-5.6,23.6,23.5,227.6
20041,18717,-125,3.5,50605,15.4,-2.8,25.1,22.1,227.6
20043,7682,17,3.5,50949,17.8,-4.4,23.7,19.3,227.6
20045,121436,807,3.1,57120,12.4,-1.6,24.4,50.4,227.6
20047,2849,-44,2.4,46962,16.5,-1.7,26.2,17.9,227.6
20049,2508,-14,3.3,37360,27.8,0.6,25.3,15,227.6
20051,28710,-59,2.4,53840,12.2,-3.8,24.8,34.8,227.6
20053,6196,-111,2.8,50261,14.2,-3,25.4,20.4,227.6
20055,36611,-242,2.5,56206,17.5,-2.3,26.1,17.1,227.6
20057,33888,-400,2.6,56052,15.8,-1.3,26.6,17.6,227.6
20059,25631,-26,3.6,58033,13.6,-1.3,24.5,19.5,227.6
20061,32594,-1039,4.8,50856,16,-3,24.7,21.9,227.6
20063,2612,-18,2.2,49626,17.5,-4.2,24.7,22.7,227.6
20065,2492,-13,3.2,41906,17.2,-4.7,24.3,26.2,227.6
20067,7336,-182,2.8,61614,17,-1.1,26.3,15.4,227.6
20069,6033,37,2,65771,9.3,-1.8,26.3,21,227.6
20071,1227,-6,2,51606,18.6,-3.3,24.6,29,227.6
20073,6055,-39,3.6,43083,21.3,-0.4,24.9,19.6,227.6
20075,2607,-13,2,51559,19.6,-1.9,25.9,18.2,227.6
20077,5506,-77,2.9,45570,20.2,0.4,26.7,17.1,227.6
20079,34210,-203,3.2,57934,13.7,-0.9,25.9,31,227.6
20081,3997,-34,2.2,60808,14.7,-1.2,26.3,16.3,227.6
20083,1818,-31,2.5,54058,13.4,-1.9,26.4,28.4,227.6
20085,13280,-41,3,56330,14.6,-4.1,24,21.3,227.6
20087,18975,-15,3.3,69246,10.5,-2.4,24.1,21.9,227.6
20089,2841,-14,2.8,44271,22.9,-5.3,24,16.9,227.6
20091,597555,6271,2.9,87087,6,-1.7,24.2,55.3,227.6
20093,3943,3,2.4,63248,17.6,-1.9,26.1,15.9,227.6
20095,7310,-3,3.2,56005,18.3,-0.6,26,24.2,227.6
20097,2516,15,2.4,64399,16,-0.7,26.4,27.9,227.6
20099,19964,-188,4,44571,22.7,2.2,25.3,17.8,227.6
20101,1560,14,2.8,59240,14.9,-3.4,25.4,21.6,227.6
20103,81352,320,3.6,70807,12.1,-2,24.3,31.7,227.6
20105,3023,-28,2.5,44439,18.6,-3.6,24.9,22.6,227.6
20107,9750,54,5.9,47153,17.5,-0.3,24.8,16,227.6
20109,2844,10,2.2,50267,15.2,-3.9,24.6,17.6,227.6
20111,33406,62,3.5,47982,15.2,-2.1,24.4,27.3,227.6
20113,28537,-136,2.6,58017,10.7,-1.8,25.7,29,227.6
20115,11950,-22,3.1,51712,12.2,-1.8,25.2,25.1,227.6
20117,9722,24,2.6,51066,14.8,-5.7,23.8,18.6,227.6
20119,4146,-114,2.1,67220,13.3,-0.2,26.9,20.1,227.6
20121,33680,267,3.6,71770,9.7,-1.2,24.3,27.7,227.6
20123,6150,-41,2.3,51514,17.5,-4.6,24.3,25.3,227.6
20125,32120,-268,4.3,42479,28.9,1.9,25.6,18.2,227.6
20127,5521,55,2.8,49287,17.4,-2.4,24.6,20.1,227.6
20129,2667,-77,3.3,53785,16.7,0.2,26.1,17.1,227.6
20131,10155,57,2.3,59567,10.9,-5.4,23.6,24.5,227.6
20133,15951,-77,4.9,46176,22.7,0.9,25,20.6,227.6
20135,2840,-38,2.8,51757,13.8,-2.8,25.7,18.9,227.6
20137,5430,-6,2.1,47252,18.8,-5.7,23.9,15.9,227.6
20139,15941,111,3.8,53864,16.6,-1.7,24.4,18.6,227.6
20141,3475,-81,2.6,46101,18.6,-4.6,24.6,23,227.6
20143,5802,-32,2.9,56451,13.4,-3.7,24.9,23.5,227.6
20145,6562,-108,3.2,47039,18.1,-2.7,25.6,18.8,227.6
20147,5317,-83,2.5,47405,18.5,-5.6,24.2,22.3,227.6
20149,24277,305,2.8,69975,9.4,-4,24.2,34.5,227.6
20151,9378,-135,2.8,52567,16.7,-1.1,25.9,28.1,227.6
20153,2508,23,2.1,46638,19.2,-4.9,23.4,25.1,227.6
20155,62342,-346,3.6,49341,15.4,-1.3,25.8,20.5,227.6
20157,4664,-11,2.7,48566,15,-5.6,23.9,24.5,227.6
20159,9531,-67,2.9,51686,19.2,-2.3,25.5,23.2,227.6
20161,73703,-279,2.9,47057,12.7,-3.6,24.5,46,227.6
20163,5013,-54,3.2,47365,15.4,-4.5,24.6,24,227.6
20165,3093,28,2.7,44121,19.6,-3.3,25.1,23.1,227.6
20167,6907,-22,3,45879,20.6,-3.6,25,25.9,227.6
20169,54401,-128,3.1,53961,15.8,-2.7,25.5,26.2,227.6
20171,4897,-46,2,63790,12.8,-3.2,25.3,24.9,227.6
20173,513607,318,3.8,56381,17.1,0,26.1,30.9,227.6
20175,21780,-419,3.3,50671,18.5,-0.1,26.8,11.1,227.6
20177,177499,-674,3.5,53612,17.5,-2.3,24.4,30.8,227.6
20179,2533,2,2.3,50553,21.9,-4.9,24.1,21.4,227.6
20181,5899,-49,2.8,45966,20.1,-4.2,23.6,19.1,227.6
20183,3603,-33,2.5,41899,18,-5.7,24.2,19.1,227.6
20185,4178,-29,2.7,47835,20.5,-2.4,25.6,23.9,227.6
20187,1987,-42,2.6,60136,16.6,-0.9,26.1,19.3,227.6
20189,5559,-14,2.8,58817,15.3,-0.2,26.5,12.2,227.6
20191,22996,-102,3.5,56946,16.7,0.9,26.3,22.2,227.6
20193,7711,-119,2.6,55345,12,-4.6,23.7,25.5,227.6
20195,2793,-55,3.2,48520,16.3,-3.9,24.7,22.8,227.6
20197,6899,60,3.2,59744,10.8,-2.9,24.4,23.3,227.6
20199,1503,-23,2.6,51350,15.4,-4,24.1,30.9,227.6
20201,5420,-46,2.7,48104,17.1,-5.7,23.9,20.3,227.6
20203,2105,-25,2.2,59800,19.3,-3.1,25,21.1,227.6
20205,8665,-47,4.4,45697,22.2,1,25.3,14.4,227.6
20207,3183,38,4.3,43894,24,0.2,24.8,13.5,227.6
20209,165324,11,4.8,47084,26.5,-1.7,24.4,17.4,227.6
21001,19215,-79,5.1,37392,35,7.3,24.2,16.3,230.9
21003,21122,201,3.7,44624,24.6,7.4,24.7,14.6,230.9
21005,22663,145,3.6,60908,14.4,5.3,24.3,20.3,230.9
21007,7979,-42,6.9,47658,24.4,5.8,25.7,13.3,230.9
21009,44176,361,4.4,42439,26.8,6.8,24.4,16,230.9
21011,12383,5,6.7,44183,33.1,4.8,23.2,12.4,230.9
21013,26569,-335,6.3,29362,43.5,6.3,22.8,8.9,230.9
21015,131533,922,3.4,77696,8.7,3.4,24,31.6,230.9
21017,20184,52,4,48614,24.2,4.8,23.8,18.9,230.9
21019,47240,-519,5.9,48020,26.8,5.3,23.8,20.2,230.9
21021,30100,142,4.4,47528,20.3,5.3,23.6,23.4,230.9
21023,8239,-38,4.9,56432,21.6,4,23.1,13.7,230.9
21025,12726,-205,7.3,31182,43.4,6.4,24.2,14.3,230.9
21027,20388,237,5.4,47284,23.7,4.8,23.8,11.1,230.9
21029,81069,785,4.1,61022,12.6,5.2,24.6,14.2,230.9
21031,12772,-26,4.9,43048,22.1,6.6,25.2,12.6,230.9
21033,12715,38,4.7,43659,26.6,5.5,24.9,15.3,230.9
21035,39135,270,3.9,41873,23.1,6.6,25.5,29,230.9
21037,93152,605,3.3,60904,14.4,3.7,23.8,33.5,230.9
21039,4771,-57,4.9,41249,23.7,6.1,25.6,14.8,230.9
21041,10737,9,4.1,47623,24.8,4.3,24.4,8.8,230.9
21043,27004,-189,9.2,32906,33.4,4.8,23.2,13.7,230.9
21045,15888,94,4.7,34358,38.5,6.3,23.8,13.3,230.9
21047,71671,419,5.2,40299,26.3,7.2,25.1,17.3,230.9
21049,36249,309,4.1,50162,24.8,5.3,23.9,20.1,230.9
21051,20105,-168,7.1,28146,47.2,6.8,24.1,9.5,230.9
21053,10206,-33,5.5,31118,37.5,7.9,24.3,10.1,230.9
21055,8915,-106,5.2,43624,28.7,4.9,24.8,13.1,230.9
21057,6659,-37,4.5,33541,33.1,7.9,24.6,13.1,230.9
21059,101104,558,4,51441,19.2,4.5,24.3,22.9,230.9
21061,12274,26,5.3,43151,22.1,6.4,24.9,10.8,230.9
21063,7508,0,9.3,35446,29.1,5.1,23.1,8.3,230.9
21065,14198,-29,5.5,35701,33,5.9,24.1,9.9,230.9
21067,323780,1587,3.3,55358,17.3,5.2,24.2,42.9,230.9
21069,14432,4,5.4,42571,29.1,4.3,22.8,12.7,230.9
21071,35845,-416,6.6,33218,44.3,6.8,23.9,11.2,230.9
21073,50815,311,3.7,53134,18.8,5.3,24.6,29.8,230.9
21075,6120,-84,5.8,32355,46.1,6.3,25.2,13.3,230.9
21077,8832,87,4.1,49060,23.6,4.2,24.4,11.6,230.9
21079,17560,63,4.4,51203,23.5,5.6,24,16.8,230.9
21081,25121,121,4.3,53965,20.3,4.2,24,13.6,230.9
21083,37317,144,5,46785,25.4,6.2,25.4,16.3,230.9
21085,26321,57,4.9,40780,28.7,5.7,24.4,10.4,230.9
21087,11049,-15,4.3,36782,26.1,6.6,24.4,12,230.9
21089,35268,-223,6.6,49457,21.3,4.7,23.6,17.2,230.9
21091,8758,-20,4.2,56769,16.3,4.3,23.6,11,230.9
21093,110356,2130,4.1,52278,17.7,5.2,24.1,23,230.9
21095,26409,-316,7.4,29521,43.6,5.4,21.7,10.8,230.9
21097,18778,48,4.1,51709,21.7,4.6,23.8,14.8,230.9
21099,18906,144,4,37038,28.5,6.1,24.6,11.8,230.9
21101,45591,-398,3.8,51161,21.6,4.2,24.9,17.9,230.9
21103,16106,112,3.9,53405,21.7,4.6,24.3,12.2,230.9
21105,4421,-102,5.7,44290,27.8,6.2,25.3,17.6,230.9
21107,45068,-301,4.4,45512,23.6,5.7,25.1,16,230.9
21109,13442,22,7,35317,36.5,6,23.7,12.2,230.9
21111,770517,140,4.1,55860,22.4,4.8,24.8,32.7,230.9
21113,53920,639,3.6,59443,17,5.4,24.3,29.5,230.9
21115,22386,-185,6.9,39381,29,6.3,23.7,14.9,230.9
21117,166051,641,3.4,64644,14.1,3.6,23.8,30.4,230.9
21119,15126,-159,6.9,32228,41.4,6.4,23.4,12.9,230.9
21121,31304,-180,6.2,30742,44.5,7,23.9,13.1,230.9
21123,14307,96,4.4,45458,22.2,5.6,24.1,10.1,230.9
21125,60669,370,5.1,41425,29.4,6.7,24,13.4,230.9
21127,15571,-164,7.2,36667,31.1,5.9,23.7,10,230.9
21129,7033,443,6.3,29124,43.7,6.2,24.1,10.3,230.9
21131,10143,-166,7.1,31921,38.8,6.4,23.4,9.7,230.9
21133,21899,-429,6.5,32321,36,5.9,22.5,11.7,230.9
21135,13257,-101,8.4,35751,33.1,4.2,22.8,11,230.9
21137,24644,146,5,42190,28.7,5.7,23.7,11.1,230.9
21139,9242,-22,6.8,48182,23.3,5.1,25.1,11.4,230.9
21141,26989,-25,3.9,46742,26.5,7.1,25.2,15,230.9
21143,8009,-104,5.1,48395,20.1,5.6,25.1,15.9,230.9
21145,65346,-51,5.6,48950,21.7,5.8,25.7,24.6,230.9
21147,17408,-15,6.3,30029,39.4,7.1,23.7,6.9,230.9
21149,9252,33,4.9,48080,19,5.2,25,12,230.9
21151,92368,1142,3.9,51897,17.6,5.7,24.1,30.5,230.9
21153,12362,-177,13.2,30950,37.6,6.2,23.7,9.7,230.9
21155,19404,88,3.8,45661,22.3,5.7,24,13.2,230.9
21157,31191,-120,5.3,52388,17.6,5.9,25.5,18.8,230.9
21159,11323,-172,6.5,28925,44.1,6.6,23.9,8.5,230.9
21161,17150,-75,5.5,41807,24.8,4,22.7,18.9,230.9
21163,28715,621,4.6,57613,15.7,4.5,23.8,18.2,230.9
21165,6451,-15,7.6,34002,39.2,5,23.1,11.3,230.9
21167,21774,186,4.5,53921,20.8,5.3,24.1,17.5,230.9
21169,10030,-49,4.1,35906,37,6.8,24,13.1,230.9
21171,10718,107,4.1,35596,34.6,7.3,24.2,12.9,230.9
21173,28203,247,6,46629,21.1,5.1,23.5,16.3,230.9
21175,13345,134,6.3,35848,32.2,5.4,23.3,13.6,230.9
21177,30774,-149,6.7,43722,22.7,6.4,25.3,11.1,230.9
21179,45851,239,4.3,55602,16.4,5.3,24.3,17.2,230.9
21181,7166,29,4.6,41428,28.2,4.5,23.3,10.2,230.9
21183,24087,-49,5.7,44751,25,5.7,24.7,13.3,230.9
21185,66470,-19,3.3,102136,5.1,4.1,24.2,42.2,230.9
21187,10880,91,4.9,48998,21.9,4.7,24.3,9.9,230.9
21189,4472,56,7.1,26278,47.8,6.5,24.2,16.2,230.9
21191,14529,-29,4.1,54583,22.7,4.2,23.8,11.3,230.9
21193,26092,-387,6.3,33108,37,6.4,23.6,12.3,230.9
21195,58402,-460,5.9,37124,31.5,6.8,23.6,13,230.9
21197,12442,121,6,37776,32.9,5.5,23.7,14.7,230.9
21199,64623,266,5.1,41541,26.4,7.1,24.2,15.3,230.9
21201,2135,3,4.9,45146,28.9,4.2,23.2,16,230.9
21203,16750,-7,4.9,37732,30.2,6.1,23.8,10.6,230.9
21205,24583,21,5.2,41196,23.9,4.3,22.6,26.6,230.9
21207,17821,82,5.8,34648,30.5,7.6,24.2,12.9,230.9
21209,56031,1241,3.3,73500,10.9,4.9,24.2,28.6,230.9
21211,48518,1023,3.5,66056,13.6,4.7,24.2,24.2,230.9
21213,18529,424,3.9,51769,21.5,7.4,25.2,14.2,230.9
21215,18794,323,3.6,85899,9.7,5,24.3,20.2,230.9
21217,25549,-13,4.3,45429,26.7,6.3,24.1,19.2,230.9
21219,12311,111,4,51027,24.2,7.3,25.1,12.9,230.9
21221,14643,219,4.7,49767,25,6.9,25.3,16.9,230.9
21223,8515,-50,4.3,51674,20.6,4,24.2,12,230.9
21225,14505,-135,5,47067,21.9,4.4,24.9,11,230.9
21227,131264,2269,3.7,53478,19.6,7.1,25.2,30.6,230.9
21229,12084,145,3.7,50246,20.9,5.3,24.1,17.7,230.9
21231,20468,-153,7,33701,36,7.6,24.2,12.8,230.9
21233,13111,40,4.2,47132,22,4.9,25,9.8,230.9
21235,36242,113,5,36863,33.9,7,23.7,19.2,230.9
21237,7177,-68,7.7,30144,43.6,5.7,23.6,7.6,230.9
21239,26533,137,3.1,66164,13.2,5.4,24.5,32.9,230.9
22001,62190,-324,5.4,40484,35.4,15.4,28.2,13.4,260.3
22003,25605,-26,5.6,44395,22.7,14.6,28.6,12.7,260.3
22005,124672,1644,4.1,77758,14.2,16.3,28.6,26.8,260.3
22007,22300,-280,6.7,48120,28.7,16.9,28.7,10.2,260.3
22009,40462,-409,5.7,37731,36.9,13.8,28.3,12.1,260.3
22011,37253,406,5.3,57005,18.7,14,28.8,17.5,260.3
22013,13308,-331,5.8,34047,36.3,11.2,29,12.4,260.3
22015,127185,127,4.3,56754,20.2,11.2,29.7,25.6,260.3
22017,242922,-3112,5.5,40467,35.6,11.3,29.7,23.5,260.3
22019,203112,782,3.8,50531,21.1,14.6,28.6,21.9,260.3
22021,9960,13,5.7,40842,30.1,11.9,28.3,14.2,260.3
22023,6968,42,3.5,57299,19.6,14.9,28.6,11.6,260.3
22025,9608,-225,6.8,35812,37,12.8,28.2,11.7,260.3
22027,15944,-58,5.2,33659,41.1,10.7,28.5,14.7,260.3
22029,19572,-277,7,35840,38.7,13.3,28.1,12.8,260.3
22031,27436,171,5.7,44457,24.5,11.6,29.2,14.2,260.3
22033,440956,-2651,4.3,52945,23.8,15.9,28.5,34.7,260.3
22035,7037,-96,10.3,27714,61.5,12.6,28.4,8.5,260.3
22037,19305,-103,4.7,45174,24.1,15.6,28.2,12.6,260.3
22039,33443,-182,5.8,34113,34.2,14.6,28.3,12.8,260.3
22041,20156,-105,7.1,34446,41.7,12.4,28.4,11.9,260.3
22043,22482,160,5.9,43502,24.4,12.8,28.3,8.4,260.3
22045,70941,-1060,5.8,42909,39.3,16.4,28.3,12.7,260.3
22047,32721,-199,6.2,47917,32.7,16.2,28.4,14.5,260.3
22049,15902,9,4.6,40828,31.5,11.1,28.6,13.5,260.3
22051,434051,-2245,4.4,50871,25.7,17.4,28.8,26.1,260.3
22053,31582,91,4.7,44492,23.8,15,28.4,15.9,260.3
22055,242782,1248,4.5,57821,20.4,15.9,28,32.1,260.3
22057,98115,-87,4.7,52651,22.8,17.8,28.9,16.6,260.3
22059,14917,-12,4.4,45742,24.2,12.8,28.2,12.2,260.3
22061,47196,-269,5.2,36525,29.9,10.8,28.6,36.5,260.3
22063,139567,1529,4.1,63088,15,16.1,28.5,18.3,260.3
22065,11161,-182,8.3,28452,56.3,13.2,28.5,12.6,260.3
22067,25398,-289,8.2,34023,41.1,11.6,28.9,13,260.3
22069,38659,-379,5.8,36298,33.4,12.4,29,17.8,260.3
22071,391006,-532,5,38855,33.6,17.1,28.6,36.8,260.3
22073,154475,-1282,5.2,44371,30.3,11.1,28.6,24.3,260.3
22075,23410,43,4.6,58643,20.3,17.5,28.8,19.6,260.3
22077,21940,-272,5.4,46603,27.7,15.3,28.3,15.2,260.3
22079,130562,-720,5.3,48116,25.2,13.7,28.4,20.5,260.3
22081,8477,-42,4.4,36865,33.3,11.7,29.3,13.9,260.3
22083,20192,-223,6.2,35103,36.9,11.8,28.4,13.5,260.3
22085,24032,23,5.2,36423,30.1,12.2,29,13.1,260.3
22087,46721,613,5,43983,29.8,17,28.6,12.3,260.3
22089,52879,206,4.4,67585,21.7,17.4,28.8,24.2,260.3
22091,10262,-123,6.6,38699,35.3,15.7,28.1,13.9,260.3
22093,21037,-287,6.2,53903,25,16.9,28.7,14.3,260.3
22095,43184,-155,5.7,50830,28.9,16.9,28.8,16.3,260.3
22097,82764,-683,6.2,36624,46.6,15.1,28.2,14.2,260.3
22099,53621,-500,5.2,46229,27.5,16.3,28.3,14.4,260.3
22101,49774,-898,6.6,39764,28.8,16.9,28.7,10.6,260.3
22103,258111,2291,4.2,67054,17,16.6,28.3,33.5,260.3
22105,133777,1455,5.5,47128,24.3,16.2,28.3,19.4,260.3
22107,4462,-121,7.7,28962,47.7,13.4,28.4,10.5,260.3
22109,111021,-670,5,51665,22.6,17.8,29.1,15.8,260.3
22111,22330,-124,5.7,43584,29.5,10.9,28.8,14.6,260.3
22113,59830,-107,5.3,48263,25.2,15.7,28.2,14.2,260.3
22115,48860,-1659,6.6,47664,23.6,13.3,28.8,16.8,260.3
22117,46582,-27,5.7,36850,36.7,15.8,27.9,11.7,260.3
22119,38798,-476,6.1,35070,34.5,11.1,29.3,15.1,260.3
22121,26427,220,4.4,58205,20,16,28.5,20.6,260.3
22123,10982,7,9.2,39332,34,12.1,28.6,12.6,260.3
22125,15460,83,4,60296,19.3,15.1,28.3,22.2,260.3
22127,14134,-201,6.3,40133,28.7,12,28.5,14.4,260.3
23001,107679,110,3.3,49935,17.3,-6.1,19.6,22.2,330.2
23003,67111,-484,4.8,39450,19.1,-11.7,17.1,18.9,330.2
